Date,Neg_Count
2016-04-26,5
2016-04-25,5
2016-04-24,4
2016-04-23,1
2016-04-21,1
2016-04-20,2
2016-04-19,1
2016-04-18,6
2016-04-17,1
2016-04-14,2
2016-04-11,1
2016-04-10,1
2016-04-09,2
2016-04-05,1
2016-04-02,6
2016-04-01,2
2016-03-30,2
2016-03-29,6
2016-03-28,3
2016-03-27,5
2016-03-26,3
2016-03-24,15
2016-03-23,4
2016-03-22,4
2016-03-20,7
2016-03-19,2
2016-03-18,10
2016-03-17,11
2016-03-16,2
2016-03-15,20
2016-03-14,2
2016-03-13,5
2016-03-12,10
2016-03-11,1
2016-03-09,2
2016-03-08,7
2016-03-07,9
2016-03-06,5
2016-03-05,4
2016-03-03,9
2016-03-02,9
2016-03-01,1
2016-02-29,1
2016-02-28,7
2016-02-27,3
2016-02-26,2
2016-02-25,4
2016-02-24,5
2016-02-23,8
2016-02-22,11
2016-02-21,2
2016-02-20,6
2016-02-19,2
2016-02-18,1
2016-02-17,5
2016-02-16,3
2016-02-15,4
2016-02-14,4
2016-02-13,9
2016-02-12,11
2016-02-11,5
2016-02-10,2
2016-02-09,3
2016-02-08,6
2016-02-07,1
2016-02-06,4
2016-02-04,8
2016-02-03,8
2016-02-02,1
2016-02-01,2
2016-01-31,10
2016-01-30,1
2016-01-29,3
2016-01-28,6
2016-01-27,2
2016-01-26,5
2016-01-25,5
2016-01-24,4
2016-01-23,10
2016-01-22,13
2016-01-21,6
2016-01-19,6
2016-01-17,1
2016-01-16,6
2016-01-15,5
2016-01-14,4
2016-01-13,2
2016-01-12,5
2016-01-11,1
2016-01-10,8
2016-01-09,2
2016-01-07,9
2016-01-05,2
2016-01-03,5
2016-01-02,4
2016-01-01,3
