day,favorites
2019-10-19,1133041
2019-10-20,1171480
2019-10-21,583818
2019-10-22,929634
2019-10-23,1193459
2019-10-24,513807
2019-10-25,1208800
2019-10-26,1606378
2019-10-27,782912
2019-10-28,959484
2019-10-29,1374939
2019-10-30,1436001
2019-10-31,1173460
2019-11-01,2213314
2019-11-02,535065
2019-11-03,1196446
2019-11-04,1514627
2019-11-05,879167
2019-11-06,1001507
2019-11-07,1110161
2019-11-08,293412
2019-11-09,802699
2019-11-10,1117047
2019-11-11,1478434
2019-11-12,624508
2019-11-13,783710
2019-11-14,898495
2019-11-15,1193061
2019-11-16,854804
2019-11-17,1576686
2019-11-18,774768
2019-11-19,487043
2019-11-20,1168786
2019-11-21,1368614
2019-11-22,803417
2019-11-23,744404
2019-11-24,1262612
2019-11-25,499830
2019-11-26,687302
2019-11-27,1333567
2019-11-28,443442
2019-11-29,362078
2019-11-30,394446
2019-12-01,316835
2019-12-02,1743763
2019-12-03,331264
2019-12-04,479131
2019-12-05,1068669
2019-12-06,1180678
2019-12-07,1055657
2019-12-08,1113286
2019-12-09,710230
2019-12-10,1122395
2019-12-11,760424
2019-12-12,1168520
2019-12-13,1717930
2019-12-14,1131688
2019-12-15,1458999
2019-12-16,922998
2019-12-17,1050193
2019-12-18,1844648
2019-12-19,1661163
2019-12-20,1935451
2019-12-21,1319205
2019-12-22,481138
2019-12-23,541153
2019-12-24,969594
2019-12-25,1042157
2019-12-26,1177514
2019-12-27,968491
2019-12-28,1487157
2019-12-29,456520
2019-12-30,176988
2019-12-31,2049397
2020-01-01,893428
2020-01-02,678692
2020-01-03,1887408
2020-01-04,1419812
2020-01-05,1253449
2020-01-06,1230659
2020-01-07,579435
2020-01-08,713124
2020-01-09,1886579
2020-01-10,1130827
2020-01-11,1891255
2020-01-12,2281112
2020-01-13,1376843
2020-01-14,711447
2020-01-15,879021
2020-01-16,1156311
2020-01-17,1743817
2020-01-18,952015
2020-01-19,992179
2020-01-20,1520999
2020-01-21,908865
2020-01-22,1169836
2020-01-23,1727546
2020-01-24,1695355
2020-01-25,1075516
2020-01-26,2614852
2020-01-27,945800
2020-01-28,1240445
2020-01-29,1893224
2020-01-30,1003895
2020-01-31,1036992
2020-02-01,744904
2020-02-02,1142273
2020-02-03,1510157
2020-02-04,1191149
2020-02-05,1801346
2020-02-06,732706
2020-02-07,1636312
2020-02-08,1296135
2020-02-09,2086478
2020-02-10,824138
2020-02-11,1108653
2020-02-12,2182657
2020-02-13,885803
2020-02-14,1180483
2020-02-15,681978
2020-02-16,330049
2020-02-17,1156545
2020-02-18,1610695
2020-02-19,630935
2020-02-20,1731849
2020-02-21,876680
2020-02-22,858399
2020-02-23,958294
2020-02-24,1493672
2020-02-25,677317
2020-02-26,1227376
2020-02-27,239238
2020-02-28,1472639
2020-02-29,902892
2020-03-01,1053583
2020-03-02,1459062
2020-03-03,1154030
2020-03-04,2250760
2020-03-05,1738442
2020-03-06,962415
2020-03-07,319341
2020-03-08,869183
2020-03-09,1653079
2020-03-10,1153741
2020-03-11,1503019
2020-03-12,805272
2020-03-13,1869644
2020-03-14,2063584
2020-03-15,1606894
2020-03-16,1736541
2020-03-17,1079793
2020-03-18,2319454
2020-03-19,830823
2020-03-20,303327
2020-03-21,827424
2020-03-22,1278207
2020-03-23,1988042
2020-03-24,2092812
2020-03-25,1828109
2020-03-26,747728
2020-03-27,1632975
2020-03-28,1536425
2020-03-29,2031206
2020-03-30,845685
2020-03-31,1062846
2020-04-01,557673
2020-04-02,787430
2020-04-03,722091
2020-04-04,1389437
2020-04-05,1003677
2020-04-06,1620621
2020-04-07,1449223
2020-04-08,2379169
2020-04-09,797705
2020-04-10,2139929
2020-04-11,1649118
2020-04-12,2635929
2020-04-13,1613636
2020-04-14,1434409
2020-04-15,572916
2020-04-16,1094940
2020-04-17,2287213
2020-04-18,1603043
2020-04-19,1032683
2020-04-20,1122350
2020-04-21,1962521
2020-04-22,1457101
2020-04-23,1085743
2020-04-24,1385304
2020-04-25,1955212
2020-04-26,1852491
2020-04-27,1517091
2020-04-28,941176
2020-04-29,508189
2020-04-30,1949980
2020-05-01,1270073
2020-05-02,1567479
2020-05-03,1661039
2020-05-04,1255294
2020-05-05,1641920
2020-05-06,772569
2020-05-07,550668
2020-05-08,1031512
2020-05-09,1050837
2020-05-10,2031121
2020-05-11,2039779
2020-05-12,2598556
2020-05-13,1419634
2020-05-14,1571498
2020-05-15,1679074
2020-05-16,2698431
2020-05-17,1703334
2020-05-18,2446265
2020-05-19,854817
2020-05-20,2210549
2020-05-21,1410947
2020-05-22,2040488
2020-05-23,1197742
2020-05-24,1190911
2020-05-25,3042293
2020-05-26,1941761
2020-05-27,2874146
2020-05-28,2511463
2020-05-29,3162795
2020-05-30,2388700
2020-05-31,3229796
2020-06-01,2118172
2020-06-02,4009874
2020-06-03,3092028
2020-06-04,5207368
2020-06-05,2578965
2020-06-06,1854629
2020-06-07,3111881
2020-06-08,2237330
2020-06-09,2425112
2020-06-10,1799274
2020-06-11,2740013
2020-06-12,1198676
2020-06-13,2149116
2020-06-14,1543483
2020-06-15,1568369
2020-06-16,620691
2020-06-17,606363
2020-06-18,3557476
2020-06-19,2774028
2020-06-20,1036090
2020-06-21,1304248
2020-06-22,2410358
2020-06-23,1870480
2020-06-24,1572972
2020-06-25,2262002
2020-06-26,1445330
2020-06-27,2108017
2020-06-28,1206728
2020-06-29,1233640
2020-06-30,1628086
2020-07-01,2032008
2020-07-02,1427520
2020-07-03,1360730
2020-07-04,1746434
2020-07-05,1346786
2020-07-06,2930974
2020-07-07,953408
2020-07-08,1134081
2020-07-09,1945098
2020-07-10,1882658
2020-07-11,870946
2020-07-12,1522958
2020-07-13,1080370
2020-07-14,562430
2020-07-15,1890720
2020-07-16,430869
2020-07-17,737971
2020-07-18,562122
2020-07-19,1178605
2020-07-20,415182
2020-07-21,1025814
2020-07-22,276947
2020-07-23,1056041
2020-07-24,1233352
2020-07-25,1098492
2020-07-26,1598627
2020-07-27,1199465
2020-07-28,711215
2020-07-29,2640449
2020-07-30,2125337
2020-07-31,1154824
2020-08-01,1408480
2020-08-02,1944464
2020-08-03,1604674
2020-08-04,1727208
2020-08-05,1776879
2020-08-06,1296961
2020-08-07,1554843
2020-08-08,443467
2020-08-09,0
2020-08-10,1949708
2020-08-11,1189499
2020-08-12,1649997
2020-08-13,1789787
2020-08-14,2310172
2020-08-15,1155334
2020-08-16,542955
2020-08-17,1495992
2020-08-18,1982850
2020-08-19,2196435
2020-08-20,2406636
2020-08-21,1898869
2020-08-22,1391954
2020-08-23,1307100
2020-08-24,1104729
2020-08-25,2759128
2020-08-26,2594780
2020-08-27,1975024
2020-08-28,2003366
2020-08-29,2272355
2020-08-30,2608586
2020-08-31,1697494
2020-09-01,1821428
2020-09-02,2594019
2020-09-03,2029577
2020-09-04,1763756
2020-09-05,1653560
2020-09-06,1897883
2020-09-07,1636245
2020-09-08,3401750
2020-09-09,2083434
2020-09-10,2302344
2020-09-11,1908895
2020-09-12,2519969
2020-09-13,2309699
2020-09-14,2264584
2020-09-15,1806014
2020-09-16,1353016
2020-09-17,2110947
2020-09-18,2712291
2020-09-19,558326
2020-09-20,2270700
2020-09-21,688675
2020-09-22,1721700
2020-09-23,1549150
2020-09-24,2042075
2020-09-25,1451823
2020-09-26,779315
2020-09-27,1527988
2020-09-28,1340349
2020-09-29,1532338
2020-09-30,4898832
2020-10-01,2186947
2020-10-02,2940089
2020-10-03,3234869
2020-10-04,1814662
2020-10-05,7688372
2020-10-06,3201250
2020-10-07,5631519
2020-10-08,3957250
2020-10-09,3148745
2020-10-10,510376
2020-10-11,1694506
2020-10-12,6239402
2020-10-13,3187812
2020-10-14,2251003
2020-10-15,3443403
2020-10-16,2093878
2020-10-17,2325383
2020-10-18,2993351
2020-10-19,2462076
2020-10-20,1295742
2020-10-21,2587690
2020-10-22,3216542
2020-10-23,3137805
2020-10-24,3845163
2020-10-25,2640086
2020-10-26,2812648
2020-10-27,5390643
2020-10-28,3846656
2020-10-29,2860149
2020-10-30,5170223
2020-10-31,4532330
2020-11-01,5031143
2020-11-02,5944443
2020-11-03,5747559
2020-11-04,3996212
2020-11-05,2509764
2020-11-06,4331851
2020-11-07,4387490
2020-11-08,3333070
2020-11-09,5612636
2020-11-10,8185689
2020-11-11,6017318
2020-11-12,4064891
2020-11-13,2746741
2020-11-14,6012664
2020-11-15,5995013
2020-11-16,6413932
2020-11-17,1326993
2020-11-18,5045673
2020-11-19,4222530
2020-11-20,2022060
2020-11-21,3700158
2020-11-22,3361577
2020-11-23,1101978
2020-11-24,2837953
2020-11-25,3492598
2020-11-26,2592361
2020-11-27,4169071
2020-11-28,2342122
2020-11-29,899637
2020-11-30,3515832
2020-12-01,3702182
2020-12-02,3094416
2020-12-03,2450398
2020-12-04,3537203
2020-12-05,1754122
2020-12-06,2646692
2020-12-07,1540275
2020-12-08,3040254
2020-12-09,3025534
2020-12-10,2941287
2020-12-11,4584694
2020-12-12,5100607
2020-12-13,2936218
2020-12-14,2204692
2020-12-15,1550705
2020-12-16,2716217
2020-12-17,1665737
2020-12-18,2696363
2020-12-19,2635027
2020-12-20,2176165
2020-12-21,1487043
2020-12-22,617513
2020-12-23,2506935
2020-12-24,3103885
2020-12-25,1777336
2020-12-26,3581933
2020-12-27,2055478
2020-12-28,711165
2020-12-29,2090233
2020-12-30,4140447
2020-12-31,412853
2021-01-01,4130040
2021-01-02,3178755
2021-01-03,2834573
2021-01-04,1735342
2021-01-05,3198504
2021-01-06,5281399
2021-01-08,1897615
2021-02-04,88505
2021-02-08,65911
2021-02-13,76924
2021-02-16,44586
2021-02-17,30461
2021-02-18,37001
2021-02-22,33228
2021-02-24,20174
2021-02-25,11321
2021-02-26,11179
2021-03-01,17754
2021-03-02,13531
2021-03-04,23749
2021-03-05,44697
2021-03-09,26882
2021-03-10,34809
2021-03-15,18000
2021-03-16,10223
2021-03-17,6636
2021-03-20,16362
2021-03-21,30163
2021-03-22,14583
2021-03-26,29028
2021-03-29,23846
2021-03-31,12642
2021-04-03,49234
2021-04-04,34870
2021-04-05,12525
2021-04-06,27251
2021-04-07,13244
2021-04-08,30500
2021-04-09,7789
2021-04-12,14058
2021-04-13,15739
2021-04-14,7515
2021-04-16,5011
2021-04-18,10105
2021-04-20,7169
2021-04-23,33664
2021-04-24,21382
2021-04-26,23614
2021-04-27,33302
2021-04-28,17326
2021-04-30,12830
2021-05-01,22687
2021-05-02,10477
2021-05-03,44510
2021-05-04,6533
2021-05-05,33726
2021-05-06,17441
2021-05-07,26520
2021-05-09,22902
2021-05-10,22322
2021-05-11,49989
2021-05-12,51215
2021-05-13,14709
2021-05-14,16470
2021-05-15,40588
2021-05-16,10243
2021-05-18,4605
2021-05-19,23771
2021-05-20,6881
