date,change,Date,Neg_Count,Pos_Count,Sent_Count,Count,pos_neg,pos,neg,flat,growthgap,job_change,negcount1day,poscount1day,sentcount1day,econcount1day,job_change1day,growthgap1day,change1day,negcount2day,poscount2day,sentcount2day,econcount2day,job_change2day,growthgap2day,change2day,negcount3day,poscount3day,sentcount3day,econcount3day,job_change3day,growthgap3day,change3day,negcount4day,poscount4day,sentcount4day,econcount4day,job_change4day,growthgap4day,change4day,negcount5day,poscount5day,sentcount5day,econcount5day,job_change5day,growthgap5day,change5day,negcount6day,poscount6day,sentcount6day,econcount6day,job_change6day,growthgap6day,change6day,negcount7day,poscount7day,sentcount7day,econcount7day,job_change7day,growthgap7day,change7day,negcount8day,poscount8day,sentcount8day,econcount8day,job_change8day,growthgap8day,change8day,negcount9day,poscount9day,sentcount9day,econcount9day,job_change9day,growthgap9day,change9day,negcount10day,poscount10day,sentcount10day,econcount10day,job_change10day,growthgap10day,change10day,negcount11day,poscount11day,sentcount11day,econcount11day,job_change11day,growthgap11day,change11day,negcount12day,poscount12day,sentcount12day,econcount12day,job_change12day,growthgap12day,change12day,negcount13day,poscount13day,sentcount13day,econcount13day,job_change13day,growthgap13day,change13day,negcount14day,poscount14day,sentcount14day,job_change14day,growthgap14day,econcount14day,change14day,negcount15day,poscount15day,sentcount15day,econcount15day,job_change15day,growthgap15day,change15day
2017-03-03,-0.003000857387825207,2017-03-03,35,48,13,7,0,0,1,0,0.6,197.0,12.0,13.0,1.0,3.0,197.0,0.6,-0.001980198019801988,15.0,23.0,8.0,4.0,118.0,-1.0,-0.00949484459609822,49.0,47.0,-2.0,23.0,118.0,-1.0,-0.000894654439722691,33.0,36.0,3.0,20.0,118.0,-0.7,0.0031147914609131397,8.0,2.0,-6.0,4.0,289.0,-0.1,0.0016492125010307813,57.0,51.0,-6.0,4.0,143.0,-0.1,-0.01214216789964623,67.0,72.0,5.0,40.0,41.0,1.2,0.004960317460317563,15.0,5.0,-10.0,8.0,41.0,1.5,-0.002062032820689018,59.0,61.0,2.0,20.0,197.0,1.8,-0.0020045319853581123,20.0,15.0,-5.0,3.0,108.0,-0.4,-0.0006675567423230324,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-03-28,0.012157153446997674,2017-03-28,12,20,8,2,1,1,0,0,0.6,183.0,35.0,48.0,13.0,7.0,197.0,0.6,-0.003000857387825207,12.0,13.0,1.0,3.0,197.0,0.6,-0.001980198019801988,15.0,23.0,8.0,4.0,118.0,-1.0,-0.00949484459609822,49.0,47.0,-2.0,23.0,118.0,-1.0,-0.000894654439722691,33.0,36.0,3.0,20.0,118.0,-0.7,0.0031147914609131397,8.0,2.0,-6.0,4.0,289.0,-0.1,0.0016492125010307813,57.0,51.0,-6.0,4.0,143.0,-0.1,-0.01214216789964623,67.0,72.0,5.0,40.0,41.0,1.2,0.004960317460317563,15.0,5.0,-10.0,8.0,41.0,1.5,-0.002062032820689018,59.0,61.0,2.0,20.0,197.0,1.8,-0.0020045319853581123,20.0,15.0,-5.0,3.0,108.0,-0.4,-0.0006675567423230324,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-04-20,0.009209179944452708,2017-04-20,29,29,0,4,1,1,0,0,0.4,139.0,12.0,20.0,8.0,2.0,183.0,0.6,0.012157153446997674,35.0,48.0,13.0,7.0,197.0,0.6,-0.003000857387825207,12.0,13.0,1.0,3.0,197.0,0.6,-0.001980198019801988,15.0,23.0,8.0,4.0,118.0,-1.0,-0.00949484459609822,49.0,47.0,-2.0,23.0,118.0,-1.0,-0.000894654439722691,33.0,36.0,3.0,20.0,118.0,-0.7,0.0031147914609131397,8.0,2.0,-6.0,4.0,289.0,-0.1,0.0016492125010307813,57.0,51.0,-6.0,4.0,143.0,-0.1,-0.01214216789964623,67.0,72.0,5.0,40.0,41.0,1.2,0.004960317460317563,15.0,5.0,-10.0,8.0,41.0,1.5,-0.002062032820689018,59.0,61.0,2.0,20.0,197.0,1.8,-0.0020045319853581123,20.0,15.0,-5.0,3.0,108.0,-0.4,-0.0006675567423230324,,,,,,,,,,,,,,,,,,,,,
2017-06-01,0.017713365539452405,2017-06-01,17,18,1,11,1,1,0,0,1.1,220.0,29.0,29.0,0.0,4.0,139.0,0.4,0.009209179944452708,12.0,20.0,8.0,2.0,183.0,0.6,0.012157153446997674,35.0,48.0,13.0,7.0,197.0,0.6,-0.003000857387825207,12.0,13.0,1.0,3.0,197.0,0.6,-0.001980198019801988,15.0,23.0,8.0,4.0,118.0,-1.0,-0.00949484459609822,49.0,47.0,-2.0,23.0,118.0,-1.0,-0.000894654439722691,33.0,36.0,3.0,20.0,118.0,-0.7,0.0031147914609131397,8.0,2.0,-6.0,4.0,289.0,-0.1,0.0016492125010307813,57.0,51.0,-6.0,4.0,143.0,-0.1,-0.01214216789964623,67.0,72.0,5.0,40.0,41.0,1.2,0.004960317460317563,15.0,5.0,-10.0,8.0,41.0,1.5,-0.002062032820689018,59.0,61.0,2.0,20.0,197.0,1.8,-0.0020045319853581123,20.0,15.0,-5.0,3.0,108.0,-0.4,-0.0006675567423230324,,,,,,,,,,,,,,
2017-06-23,0.006319115323854628,2017-06-23,65,41,-24,10,1,1,0,0,1.1,141.0,17.0,18.0,1.0,11.0,220.0,1.1,0.017713365539452405,29.0,29.0,0.0,4.0,139.0,0.4,0.009209179944452708,12.0,20.0,8.0,2.0,183.0,0.6,0.012157153446997674,35.0,48.0,13.0,7.0,197.0,0.6,-0.003000857387825207,12.0,13.0,1.0,3.0,197.0,0.6,-0.001980198019801988,15.0,23.0,8.0,4.0,118.0,-1.0,-0.00949484459609822,49.0,47.0,-2.0,23.0,118.0,-1.0,-0.000894654439722691,33.0,36.0,3.0,20.0,118.0,-0.7,0.0031147914609131397,8.0,2.0,-6.0,4.0,289.0,-0.1,0.0016492125010307813,57.0,51.0,-6.0,4.0,143.0,-0.1,-0.01214216789964623,67.0,72.0,5.0,40.0,41.0,1.2,0.004960317460317563,15.0,5.0,-10.0,8.0,41.0,1.5,-0.002062032820689018,59.0,61.0,2.0,20.0,197.0,1.8,-0.0020045319853581123,20.0,15.0,-5.0,108.0,-0.4,-0.0006675567423230324,-0.0006675567423230324,,,,,,,
2017-06-26,-0.0011383039271485244,2017-06-26,26,33,7,2,0,0,0,1,1.1,141.0,65.0,41.0,-24.0,10.0,141.0,1.1,0.006319115323854628,17.0,18.0,1.0,11.0,220.0,1.1,0.017713365539452405,29.0,29.0,0.0,4.0,139.0,0.4,0.009209179944452708,12.0,20.0,8.0,2.0,183.0,0.6,0.012157153446997674,35.0,48.0,13.0,7.0,197.0,0.6,-0.003000857387825207,12.0,13.0,1.0,3.0,197.0,0.6,-0.001980198019801988,15.0,23.0,8.0,4.0,118.0,-1.0,-0.00949484459609822,49.0,47.0,-2.0,23.0,118.0,-1.0,-0.000894654439722691,33.0,36.0,3.0,20.0,118.0,-0.7,0.0031147914609131397,8.0,2.0,-6.0,4.0,289.0,-0.1,0.0016492125010307813,57.0,51.0,-6.0,4.0,143.0,-0.1,-0.01214216789964623,67.0,72.0,5.0,40.0,41.0,1.2,0.004960317460317563,15.0,5.0,-10.0,8.0,41.0,1.5,-0.002062032820689018,59.0,61.0,2.0,197.0,1.8,-0.0020045319853581123,-0.0020045319853581123,20.0,15.0,-5.0,3.0,108.0,-0.4,-0.0006675567423230324
2017-07-06,-0.005874767158618868,2017-07-06,58,39,-19,6,0,0,1,0,0.9,141.0,26.0,33.0,7.0,2.0,141.0,1.1,-0.0011383039271485244,65.0,41.0,-24.0,10.0,141.0,1.1,0.006319115323854628,17.0,18.0,1.0,11.0,220.0,1.1,0.017713365539452405,29.0,29.0,0.0,4.0,139.0,0.4,0.009209179944452708,12.0,20.0,8.0,2.0,183.0,0.6,0.012157153446997674,35.0,48.0,13.0,7.0,197.0,0.6,-0.003000857387825207,12.0,13.0,1.0,3.0,197.0,0.6,-0.001980198019801988,15.0,23.0,8.0,4.0,118.0,-1.0,-0.00949484459609822,49.0,47.0,-2.0,23.0,118.0,-1.0,-0.000894654439722691,33.0,36.0,3.0,20.0,118.0,-0.7,0.0031147914609131397,8.0,2.0,-6.0,4.0,289.0,-0.1,0.0016492125010307813,57.0,51.0,-6.0,4.0,143.0,-0.1,-0.01214216789964623,67.0,72.0,5.0,40.0,41.0,1.2,0.004960317460317563,15.0,5.0,-10.0,41.0,1.5,-0.002062032820689018,-0.002062032820689018,59.0,61.0,2.0,20.0,197.0,1.8,-0.0020045319853581123
2017-10-05,-0.0009296148738378908,2017-10-05,14,18,4,12,0,0,0,1,-1.4,190.0,58.0,39.0,-19.0,6.0,141.0,0.9,-0.005874767158618868,26.0,33.0,7.0,2.0,141.0,1.1,-0.0011383039271485244,65.0,41.0,-24.0,10.0,141.0,1.1,0.006319115323854628,17.0,18.0,1.0,11.0,220.0,1.1,0.017713365539452405,29.0,29.0,0.0,4.0,139.0,0.4,0.009209179944452708,12.0,20.0,8.0,2.0,183.0,0.6,0.012157153446997674,35.0,48.0,13.0,7.0,197.0,0.6,-0.003000857387825207,12.0,13.0,1.0,3.0,197.0,0.6,-0.001980198019801988,15.0,23.0,8.0,4.0,118.0,-1.0,-0.00949484459609822,49.0,47.0,-2.0,23.0,118.0,-1.0,-0.000894654439722691,33.0,36.0,3.0,20.0,118.0,-0.7,0.0031147914609131397,8.0,2.0,-6.0,4.0,289.0,-0.1,0.0016492125010307813,57.0,51.0,-6.0,4.0,143.0,-0.1,-0.01214216789964623,67.0,72.0,5.0,41.0,1.2,0.004960317460317563,0.004960317460317563,15.0,5.0,-10.0,8.0,41.0,1.5,-0.002062032820689018
2017-10-12,0.000536336819522744,2017-10-12,31,22,-9,5,1,0,0,1,-1.4,42.0,14.0,18.0,4.0,12.0,190.0,-1.4,-0.0009296148738378908,58.0,39.0,-19.0,6.0,141.0,0.9,-0.005874767158618868,26.0,33.0,7.0,2.0,141.0,1.1,-0.0011383039271485244,65.0,41.0,-24.0,10.0,141.0,1.1,0.006319115323854628,17.0,18.0,1.0,11.0,220.0,1.1,0.017713365539452405,29.0,29.0,0.0,4.0,139.0,0.4,0.009209179944452708,12.0,20.0,8.0,2.0,183.0,0.6,0.012157153446997674,35.0,48.0,13.0,7.0,197.0,0.6,-0.003000857387825207,12.0,13.0,1.0,3.0,197.0,0.6,-0.001980198019801988,15.0,23.0,8.0,4.0,118.0,-1.0,-0.00949484459609822,49.0,47.0,-2.0,23.0,118.0,-1.0,-0.000894654439722691,33.0,36.0,3.0,20.0,118.0,-0.7,0.0031147914609131397,8.0,2.0,-6.0,4.0,289.0,-0.1,0.0016492125010307813,57.0,51.0,-6.0,143.0,-0.1,-0.01214216789964623,-0.01214216789964623,67.0,72.0,5.0,40.0,41.0,1.2,0.004960317460317563
2017-10-18,0.0024128686327078664,2017-10-18,22,47,25,2,1,1,0,0,-1.4,42.0,31.0,22.0,-9.0,5.0,42.0,-1.4,0.000536336819522744,14.0,18.0,4.0,12.0,190.0,-1.4,-0.0009296148738378908,58.0,39.0,-19.0,6.0,141.0,0.9,-0.005874767158618868,26.0,33.0,7.0,2.0,141.0,1.1,-0.0011383039271485244,65.0,41.0,-24.0,10.0,141.0,1.1,0.006319115323854628,17.0,18.0,1.0,11.0,220.0,1.1,0.017713365539452405,29.0,29.0,0.0,4.0,139.0,0.4,0.009209179944452708,12.0,20.0,8.0,2.0,183.0,0.6,0.012157153446997674,35.0,48.0,13.0,7.0,197.0,0.6,-0.003000857387825207,12.0,13.0,1.0,3.0,197.0,0.6,-0.001980198019801988,15.0,23.0,8.0,4.0,118.0,-1.0,-0.00949484459609822,49.0,47.0,-2.0,23.0,118.0,-1.0,-0.000894654439722691,33.0,36.0,3.0,20.0,118.0,-0.7,0.0031147914609131397,8.0,2.0,-6.0,289.0,-0.1,0.0016492125010307813,0.0016492125010307813,57.0,51.0,-6.0,4.0,143.0,-0.1,-0.01214216789964623
2017-11-02,0.002019658004577968,2017-11-02,29,37,8,7,1,1,0,0,-0.1,42.0,22.0,47.0,25.0,2.0,42.0,-1.4,0.0024128686327078664,31.0,22.0,-9.0,5.0,42.0,-1.4,0.000536336819522744,14.0,18.0,4.0,12.0,190.0,-1.4,-0.0009296148738378908,58.0,39.0,-19.0,6.0,141.0,0.9,-0.005874767158618868,26.0,33.0,7.0,2.0,141.0,1.1,-0.0011383039271485244,65.0,41.0,-24.0,10.0,141.0,1.1,0.006319115323854628,17.0,18.0,1.0,11.0,220.0,1.1,0.017713365539452405,29.0,29.0,0.0,4.0,139.0,0.4,0.009209179944452708,12.0,20.0,8.0,2.0,183.0,0.6,0.012157153446997674,35.0,48.0,13.0,7.0,197.0,0.6,-0.003000857387825207,12.0,13.0,1.0,3.0,197.0,0.6,-0.001980198019801988,15.0,23.0,8.0,4.0,118.0,-1.0,-0.00949484459609822,49.0,47.0,-2.0,23.0,118.0,-1.0,-0.000894654439722691,33.0,36.0,3.0,118.0,-0.7,0.0031147914609131397,0.0031147914609131397,8.0,2.0,-6.0,4.0,289.0,-0.1,0.0016492125010307813
2018-02-13,0.005773361976369395,2018-02-13,9,26,17,3,1,1,0,0,1.3,81.0,29.0,37.0,8.0,7.0,42.0,-0.1,0.002019658004577968,22.0,47.0,25.0,2.0,42.0,-1.4,0.0024128686327078664,31.0,22.0,-9.0,5.0,42.0,-1.4,0.000536336819522744,14.0,18.0,4.0,12.0,190.0,-1.4,-0.0009296148738378908,58.0,39.0,-19.0,6.0,141.0,0.9,-0.005874767158618868,26.0,33.0,7.0,2.0,141.0,1.1,-0.0011383039271485244,65.0,41.0,-24.0,10.0,141.0,1.1,0.006319115323854628,17.0,18.0,1.0,11.0,220.0,1.1,0.017713365539452405,29.0,29.0,0.0,4.0,139.0,0.4,0.009209179944452708,12.0,20.0,8.0,2.0,183.0,0.6,0.012157153446997674,35.0,48.0,13.0,7.0,197.0,0.6,-0.003000857387825207,12.0,13.0,1.0,3.0,197.0,0.6,-0.001980198019801988,15.0,23.0,8.0,4.0,118.0,-1.0,-0.00949484459609822,49.0,47.0,-2.0,118.0,-1.0,-0.000894654439722691,-0.000894654439722691,33.0,36.0,3.0,20.0,118.0,-0.7,0.0031147914609131397
2018-04-06,-0.01222493887530548,2018-04-06,39,51,12,30,0,0,1,0,1.0,195.0,9.0,26.0,17.0,3.0,81.0,1.3,0.005773361976369395,29.0,37.0,8.0,7.0,42.0,-0.1,0.002019658004577968,22.0,47.0,25.0,2.0,42.0,-1.4,0.0024128686327078664,31.0,22.0,-9.0,5.0,42.0,-1.4,0.000536336819522744,14.0,18.0,4.0,12.0,190.0,-1.4,-0.0009296148738378908,58.0,39.0,-19.0,6.0,141.0,0.9,-0.005874767158618868,26.0,33.0,7.0,2.0,141.0,1.1,-0.0011383039271485244,65.0,41.0,-24.0,10.0,141.0,1.1,0.006319115323854628,17.0,18.0,1.0,11.0,220.0,1.1,0.017713365539452405,29.0,29.0,0.0,4.0,139.0,0.4,0.009209179944452708,12.0,20.0,8.0,2.0,183.0,0.6,0.012157153446997674,35.0,48.0,13.0,7.0,197.0,0.6,-0.003000857387825207,12.0,13.0,1.0,3.0,197.0,0.6,-0.001980198019801988,15.0,23.0,8.0,118.0,-1.0,-0.00949484459609822,-0.00949484459609822,49.0,47.0,-2.0,23.0,118.0,-1.0,-0.000894654439722691
2018-05-08,0.008940939428283692,2018-05-08,6,7,1,1,1,1,0,0,1.5,153.0,39.0,51.0,12.0,30.0,195.0,1.0,-0.01222493887530548,9.0,26.0,17.0,3.0,81.0,1.3,0.005773361976369395,29.0,37.0,8.0,7.0,42.0,-0.1,0.002019658004577968,22.0,47.0,25.0,2.0,42.0,-1.4,0.0024128686327078664,31.0,22.0,-9.0,5.0,42.0,-1.4,0.000536336819522744,14.0,18.0,4.0,12.0,190.0,-1.4,-0.0009296148738378908,58.0,39.0,-19.0,6.0,141.0,0.9,-0.005874767158618868,26.0,33.0,7.0,2.0,141.0,1.1,-0.0011383039271485244,65.0,41.0,-24.0,10.0,141.0,1.1,0.006319115323854628,17.0,18.0,1.0,11.0,220.0,1.1,0.017713365539452405,29.0,29.0,0.0,4.0,139.0,0.4,0.009209179944452708,12.0,20.0,8.0,2.0,183.0,0.6,0.012157153446997674,35.0,48.0,13.0,7.0,197.0,0.6,-0.003000857387825207,12.0,13.0,1.0,197.0,0.6,-0.001980198019801988,-0.001980198019801988,15.0,23.0,8.0,4.0,118.0,-1.0,-0.00949484459609822
2018-05-25,0.0006063545961679769,2018-05-25,36,56,20,4,1,0,0,1,1.5,153.0,6.0,7.0,1.0,1.0,153.0,1.5,0.008940939428283692,39.0,51.0,12.0,30.0,195.0,1.0,-0.01222493887530548,9.0,26.0,17.0,3.0,81.0,1.3,0.005773361976369395,29.0,37.0,8.0,7.0,42.0,-0.1,0.002019658004577968,22.0,47.0,25.0,2.0,42.0,-1.4,0.0024128686327078664,31.0,22.0,-9.0,5.0,42.0,-1.4,0.000536336819522744,14.0,18.0,4.0,12.0,190.0,-1.4,-0.0009296148738378908,58.0,39.0,-19.0,6.0,141.0,0.9,-0.005874767158618868,26.0,33.0,7.0,2.0,141.0,1.1,-0.0011383039271485244,65.0,41.0,-24.0,10.0,141.0,1.1,0.006319115323854628,17.0,18.0,1.0,11.0,220.0,1.1,0.017713365539452405,29.0,29.0,0.0,4.0,139.0,0.4,0.009209179944452708,12.0,20.0,8.0,2.0,183.0,0.6,0.012157153446997674,35.0,48.0,13.0,197.0,0.6,-0.003000857387825207,-0.003000857387825207,12.0,13.0,1.0,3.0,197.0,0.6,-0.001980198019801988
2018-06-20,0.0038234271810913953,2018-06-20,28,32,4,13,1,1,0,0,1.6,270.0,36.0,56.0,20.0,4.0,153.0,1.5,0.0006063545961679769,6.0,7.0,1.0,1.0,153.0,1.5,0.008940939428283692,39.0,51.0,12.0,30.0,195.0,1.0,-0.01222493887530548,9.0,26.0,17.0,3.0,81.0,1.3,0.005773361976369395,29.0,37.0,8.0,7.0,42.0,-0.1,0.002019658004577968,22.0,47.0,25.0,2.0,42.0,-1.4,0.0024128686327078664,31.0,22.0,-9.0,5.0,42.0,-1.4,0.000536336819522744,14.0,18.0,4.0,12.0,190.0,-1.4,-0.0009296148738378908,58.0,39.0,-19.0,6.0,141.0,0.9,-0.005874767158618868,26.0,33.0,7.0,2.0,141.0,1.1,-0.0011383039271485244,65.0,41.0,-24.0,10.0,141.0,1.1,0.006319115323854628,17.0,18.0,1.0,11.0,220.0,1.1,0.017713365539452405,29.0,29.0,0.0,4.0,139.0,0.4,0.009209179944452708,12.0,20.0,8.0,183.0,0.6,0.012157153446997674,0.012157153446997674,35.0,48.0,13.0,7.0,197.0,0.6,-0.003000857387825207
2018-08-24,0.0011152001784319652,2018-08-24,63,43,-20,30,1,0,0,1,-1.4,149.0,28.0,32.0,4.0,13.0,270.0,1.6,0.0038234271810913953,36.0,56.0,20.0,4.0,153.0,1.5,0.0006063545961679769,6.0,7.0,1.0,1.0,153.0,1.5,0.008940939428283692,39.0,51.0,12.0,30.0,195.0,1.0,-0.01222493887530548,9.0,26.0,17.0,3.0,81.0,1.3,0.005773361976369395,29.0,37.0,8.0,7.0,42.0,-0.1,0.002019658004577968,22.0,47.0,25.0,2.0,42.0,-1.4,0.0024128686327078664,31.0,22.0,-9.0,5.0,42.0,-1.4,0.000536336819522744,14.0,18.0,4.0,12.0,190.0,-1.4,-0.0009296148738378908,58.0,39.0,-19.0,6.0,141.0,0.9,-0.005874767158618868,26.0,33.0,7.0,2.0,141.0,1.1,-0.0011383039271485244,65.0,41.0,-24.0,10.0,141.0,1.1,0.006319115323854628,17.0,18.0,1.0,11.0,220.0,1.1,0.017713365539452405,29.0,29.0,0.0,139.0,0.4,0.009209179944452708,0.009209179944452708,12.0,20.0,8.0,2.0,183.0,0.6,0.012157153446997674
