date,Sent_Count,favorites,Count,sentcount1day,favcount1day,econcount1day,job_change1day,growthgap1day,change1day
2020-04-14,5,1434409,1,2.0,787430.0,2.0,289.0,0.2,0.02708103919409444
2020-04-15,0,572916,1,5.0,1434409.0,1.0,-1683.0,0.2,0.010000711794433776
2020-04-22,0,1457101,2,0.0,572916.0,1.0,-1683.0,0.2,0.0006845120149872022
2020-04-27,-9,1517091,1,0.0,1457101.0,2.0,-1683.0,0.2,0.002694449434165618
2020-04-28,1,941176,1,-9.0,1517091.0,1.0,-1683.0,0.2,0.006769079685746375
2020-04-30,-6,1949980,1,1.0,941176.0,1.0,-1683.0,0.2,-0.01817744484915114
2020-05-05,4,1641920,2,-6.0,1949980.0,1.0,-1683.0,-0.2,-0.004216516403277095
2020-05-13,-2,1419634,1,4.0,1641920.0,2.0,-1683.0,-0.2,-0.0015699134803237116
2020-05-19,0,854817,1,-2.0,1419634.0,1.0,-20679.0,-0.2,-0.015591134726980285
2020-05-21,6,1410947,1,0.0,854817.0,1.0,-20679.0,-0.2,-0.008085612366230661
2020-05-28,-13,2511463,1,6.0,1410947.0,1.0,-20679.0,-0.2,-0.0064355268034638115
2020-06-01,3,2118172,3,-13.0,2511463.0,1.0,-20679.0,0.0,-0.005514524864598557
2020-06-04,-3,5207368,3,3.0,2118172.0,3.0,-20679.0,0.0,0.006356629998023868
2020-06-09,4,2425112,3,-3.0,5207368.0,3.0,-20679.0,0.0,0.0008035742984796374
2020-06-10,4,1799274,1,4.0,2425112.0,3.0,2833.0,0.0,0.0015298157976896946
2020-06-11,9,2740013,3,4.0,1799274.0,1.0,2833.0,0.0,-0.007529089664613328
2020-06-23,3,1870480,1,9.0,2740013.0,3.0,2833.0,0.0,-0.03483593398831299
2020-07-01,-8,2032008,3,3.0,1870480.0,1.0,2833.0,0.0,-0.004593447956872621
2020-07-02,-6,1427520,1,-8.0,2032008.0,3.0,2833.0,0.0,0.0030687728139031194
2020-07-06,-5,2930974,1,-6.0,1427520.0,1.0,4846.0,0.0,-0.006396384928716875
2020-07-08,0,1134081,1,-5.0,2930974.0,1.0,4846.0,0.0,0.0021493820526598817
2020-07-23,-14,1056041,1,0.0,1134081.0,1.0,4846.0,0.0,0.004990305457550596
2020-07-28,0,711215,2,-14.0,1056041.0,1.0,4846.0,0.0,-0.010751370723190636
2020-07-31,6,1154824,2,0.0,711215.0,2.0,4846.0,0.0,-0.003907824954253607
2020-08-03,2,1604674,2,6.0,1154824.0,2.0,4846.0,1.5,0.0019024240564590503
2020-08-06,-6,1296961,1,2.0,1604674.0,2.0,4846.0,1.5,0.0014315302144250347
2020-08-14,-7,2310172,3,-6.0,1296961.0,1.0,4846.0,1.5,0.008598108060247387
2020-08-18,-15,1982850,1,-7.0,2310172.0,3.0,1726.0,1.5,0.0012782021937515233
2020-09-08,-28,3401750,3,-15.0,1982850.0,1.0,1726.0,1.5,0.0008866820358219879
2020-09-09,-7,2083434,1,-28.0,3401750.0,3.0,1583.0,0.3,-0.010394701672062013
2020-09-10,-9,2302344,1,-7.0,2083434.0,1.0,1583.0,0.3,0.00663605391793811
2020-09-11,3,1908895,2,-9.0,2302344.0,1.0,1583.0,0.3,-0.02319934468433681
2020-09-15,6,1806014,2,3.0,1908895.0,2.0,1583.0,0.3,-0.005240902864629834
2020-09-18,13,2712291,3,6.0,1806014.0,2.0,1583.0,0.3,-0.0027849437148217307
2020-09-24,3,2042075,1,13.0,2712291.0,3.0,1583.0,0.3,-0.014074007812267132
2020-09-25,-13,1451823,1,3.0,2042075.0,1.0,1583.0,0.3,0.007097939107153891
2020-09-28,-4,1340349,1,-13.0,1451823.0,1.0,1583.0,0.3,0.01906503813007637
2020-09-29,2,1532338,1,-4.0,1340349.0,1.0,1583.0,0.3,0.002910989736510325
2020-10-06,7,3201250,1,2.0,1532338.0,1.0,1583.0,0.3,-0.004790849477498047
2020-10-13,0,3187812,5,7.0,3201250.0,1.0,716.0,0.0,-0.014650937012738719
2020-10-16,9,2093878,2,0.0,3187812.0,5.0,716.0,0.0,-0.006103099806971663
2020-10-19,11,2462076,1,9.0,2093878.0,2.0,716.0,0.0,-0.0047856487849609105
2020-10-29,-1,2860149,1,11.0,2462076.0,1.0,716.0,0.0,-0.019044887422916927
2020-10-30,4,5170223,3,-1.0,2860149.0,1.0,716.0,0.3,0.00939096387384905
2020-11-02,-10,5944443,3,4.0,5170223.0,3.0,716.0,0.3,-0.005300353356890314
2020-11-03,2,5747559,3,-10.0,5944443.0,3.0,716.0,0.3,0.0
2020-11-12,1,4064891,1,2.0,5747559.0,3.0,716.0,0.3,0.0070124966286073155
2020-12-08,-10,3040254,1,1.0,4064891.0,1.0,680.0,0.3,-0.0066651667697845895
2020-12-11,3,4584694,1,-10.0,3040254.0,1.0,264.0,0.3,0.006662678124660036
2020-12-29,2,2090233,1,3.0,4584694.0,1.0,264.0,0.3,0.003836667580159041
