date,change,Date,Neg_Count,Pos_Count,Sent_Count,Count,pos_neg,pos,neg,flat,growthgap,job_change,negcount1day,poscount1day,econcount1day,job_change1day,growthgap1day,change1day,negcount2day,poscount2day,econcount2day,change2day,negcount3day,poscount3day,econcount3day,change3day,negcount4day,poscount4day,econcount4day,change4day,negcount5day,poscount5day,econcount5day,change5day,negcount6day,poscount6day,econcount6day,change6day,negcount7day,poscount7day,econcount7day,change7day,negcount8day,poscount8day,econcount8day,change8day,negcount9day,poscount9day,econcount9day,change9day,negcount10day,poscount10day,econcount10day,change10day,negcount11day,poscount11day,econcount11day,change11day,negcount12day,poscount12day,econcount12day,change12day,negcount13day,poscount13day,econcount13day,change13day,negcount14day,poscount14day,econcount14day,negcount15day,poscount15day,econcount15day,change15day
2019-08-23,-0.02086484256840366,2019-08-23,62,43,-19,26,0,0,1,0,-0.6,193.0,55.0,49.0,28.0,153.0,1.5,-0.002893730251122583,30.0,33.0,13.0,-0.01001021450459652,21.0,15.0,11.0,0.012305138568129216,65.0,46.0,6.0,-0.0003872421319440035,13.0,28.0,1.0,0.005013497878904767,24.0,51.0,8.0,0.005568989521506492,25.0,42.0,4.0,-0.0010037281330655748,10.0,19.0,2.0,0.006166948094853559,4.0,31.0,1.0,-0.0001832911763628116,10.0,25.0,3.0,0.014741275571600324,67.0,55.0,10.0,0.018471810089020626,68.0,31.0,39.0,0.0,63.0,43.0,30.0,0.0037355118000279054,28.0,32.0,-0.0010858942339014538,36.0,56.0,4.0,0.0
2019-10-04,0.011025623411417312,2019-10-04,12,15,3,5,1,1,0,0,-0.5,221.0,62.0,43.0,26.0,270.0,1.6,-0.02086484256840366,55.0,49.0,28.0,-0.002893730251122583,30.0,33.0,13.0,-0.01001021450459652,21.0,15.0,11.0,0.012305138568129216,65.0,46.0,6.0,-0.0003872421319440035,13.0,28.0,1.0,0.005013497878904767,24.0,51.0,8.0,0.005568989521506492,25.0,42.0,4.0,-0.0010037281330655748,10.0,19.0,2.0,0.006166948094853559,4.0,31.0,1.0,-0.0001832911763628116,10.0,25.0,3.0,0.014741275571600324,67.0,55.0,10.0,0.018471810089020626,68.0,31.0,39.0,0.0,63.0,43.0,0.0037355118000279054,28.0,32.0,13.0,-0.0010858942339014538
2019-10-07,-0.0013289262957032854,2019-10-07,8,14,6,2,0,0,0,1,-0.5,221.0,12.0,15.0,5.0,149.0,-1.4,0.011025623411417312,62.0,43.0,26.0,-0.02086484256840366,55.0,49.0,28.0,-0.002893730251122583,30.0,33.0,13.0,-0.01001021450459652,21.0,15.0,11.0,0.012305138568129216,65.0,46.0,6.0,-0.0003872421319440035,13.0,28.0,1.0,0.005013497878904767,24.0,51.0,8.0,0.005568989521506492,25.0,42.0,4.0,-0.0010037281330655748,10.0,19.0,2.0,0.006166948094853559,4.0,31.0,1.0,-0.0001832911763628116,10.0,25.0,3.0,0.014741275571600324,67.0,55.0,10.0,0.018471810089020626,68.0,31.0,0.0,63.0,43.0,30.0,0.0037355118000279054
2019-10-08,-0.008624244090159591,2019-10-08,36,60,24,35,0,0,1,0,-0.5,221.0,8.0,14.0,2.0,229.0,-1.4,-0.0013289262957032854,12.0,15.0,5.0,0.011025623411417312,62.0,43.0,26.0,-0.02086484256840366,55.0,49.0,28.0,-0.002893730251122583,30.0,33.0,13.0,-0.01001021450459652,21.0,15.0,11.0,0.012305138568129216,65.0,46.0,6.0,-0.0003872421319440035,13.0,28.0,1.0,0.005013497878904767,24.0,51.0,8.0,0.005568989521506492,25.0,42.0,4.0,-0.0010037281330655748,10.0,19.0,2.0,0.006166948094853559,4.0,31.0,1.0,-0.0001832911763628116,10.0,25.0,3.0,0.014741275571600324,67.0,55.0,0.018471810089020626,68.0,31.0,39.0,0.0
2019-10-09,0.0017884780739466268,2019-10-09,11,16,5,5,1,0,0,1,-0.5,221.0,36.0,60.0,35.0,212.0,-1.4,-0.008624244090159591,8.0,14.0,2.0,-0.0013289262957032854,12.0,15.0,5.0,0.011025623411417312,62.0,43.0,26.0,-0.02086484256840366,55.0,49.0,28.0,-0.002893730251122583,30.0,33.0,13.0,-0.01001021450459652,21.0,15.0,11.0,0.012305138568129216,65.0,46.0,6.0,-0.0003872421319440035,13.0,28.0,1.0,0.005013497878904767,24.0,51.0,8.0,0.005568989521506492,25.0,42.0,4.0,-0.0010037281330655748,10.0,19.0,2.0,0.006166948094853559,4.0,31.0,1.0,-0.0001832911763628116,10.0,25.0,0.014741275571600324,67.0,55.0,10.0,0.018471810089020626
2019-11-25,0.004455413808577429,2019-11-25,31,34,3,25,1,1,0,0,0.7,195.0,11.0,16.0,5.0,212.0,-1.4,0.0017884780739466268,36.0,60.0,35.0,-0.008624244090159591,8.0,14.0,2.0,-0.0013289262957032854,12.0,15.0,5.0,0.011025623411417312,62.0,43.0,26.0,-0.02086484256840366,55.0,49.0,28.0,-0.002893730251122583,30.0,33.0,13.0,-0.01001021450459652,21.0,15.0,11.0,0.012305138568129216,65.0,46.0,6.0,-0.0003872421319440035,13.0,28.0,1.0,0.005013497878904767,24.0,51.0,8.0,0.005568989521506492,25.0,42.0,4.0,-0.0010037281330655748,10.0,19.0,2.0,0.006166948094853559,4.0,31.0,-0.0001832911763628116,10.0,25.0,3.0,0.014741275571600324
2020-04-09,0.002233590316305225,2020-04-09,22,20,-2,3,1,1,0,0,0.2,-1683.0,31.0,34.0,25.0,237.0,-1.3,0.004455413808577429,11.0,16.0,5.0,0.0017884780739466268,36.0,60.0,35.0,-0.008624244090159591,8.0,14.0,2.0,-0.0013289262957032854,12.0,15.0,5.0,0.011025623411417312,62.0,43.0,26.0,-0.02086484256840366,55.0,49.0,28.0,-0.002893730251122583,30.0,33.0,13.0,-0.01001021450459652,21.0,15.0,11.0,0.012305138568129216,65.0,46.0,6.0,-0.0003872421319440035,13.0,28.0,1.0,0.005013497878904767,24.0,51.0,8.0,0.005568989521506492,25.0,42.0,4.0,-0.0010037281330655748,10.0,19.0,0.006166948094853559,4.0,31.0,1.0,-0.0001832911763628116
2020-05-13,-0.015591134726980285,2020-05-13,24,10,-14,1,0,0,1,0,-0.2,-20679.0,22.0,20.0,3.0,237.0,-1.3,0.002233590316305225,31.0,34.0,25.0,0.004455413808577429,11.0,16.0,5.0,0.0017884780739466268,36.0,60.0,35.0,-0.008624244090159591,8.0,14.0,2.0,-0.0013289262957032854,12.0,15.0,5.0,0.011025623411417312,62.0,43.0,26.0,-0.02086484256840366,55.0,49.0,28.0,-0.002893730251122583,30.0,33.0,13.0,-0.01001021450459652,21.0,15.0,11.0,0.012305138568129216,65.0,46.0,6.0,-0.0003872421319440035,13.0,28.0,1.0,0.005013497878904767,24.0,51.0,8.0,0.005568989521506492,25.0,42.0,-0.0010037281330655748,10.0,19.0,2.0,0.006166948094853559
2020-06-19,-0.01760193525798144,2020-06-19,15,12,-3,1,0,0,1,0,0.0,2833.0,24.0,10.0,1.0,237.0,-1.3,-0.015591134726980285,22.0,20.0,3.0,0.002233590316305225,31.0,34.0,25.0,0.004455413808577429,11.0,16.0,5.0,0.0017884780739466268,36.0,60.0,35.0,-0.008624244090159591,8.0,14.0,2.0,-0.0013289262957032854,12.0,15.0,5.0,0.011025623411417312,62.0,43.0,26.0,-0.02086484256840366,55.0,49.0,28.0,-0.002893730251122583,30.0,33.0,13.0,-0.01001021450459652,21.0,15.0,11.0,0.012305138568129216,65.0,46.0,6.0,-0.0003872421319440035,13.0,28.0,1.0,0.005013497878904767,24.0,51.0,0.005568989521506492,25.0,42.0,4.0,-0.0010037281330655748
2020-08-27,-0.000516484462425775,2020-08-27,28,30,2,24,0,0,0,1,0.3,1726.0,15.0,12.0,1.0,-50.0,-1.3,-0.01760193525798144,24.0,10.0,1.0,-0.015591134726980285,22.0,20.0,3.0,0.002233590316305225,31.0,34.0,25.0,0.004455413808577429,11.0,16.0,5.0,0.0017884780739466268,36.0,60.0,35.0,-0.008624244090159591,8.0,14.0,2.0,-0.0013289262957032854,12.0,15.0,5.0,0.011025623411417312,62.0,43.0,26.0,-0.02086484256840366,55.0,49.0,28.0,-0.002893730251122583,30.0,33.0,13.0,-0.01001021450459652,21.0,15.0,11.0,0.012305138568129216,65.0,46.0,6.0,-0.0003872421319440035,13.0,28.0,0.005013497878904767,24.0,51.0,8.0,0.005568989521506492
2020-10-06,-0.014650937012738719,2020-10-06,76,68,-8,21,0,0,1,0,0.0,716.0,28.0,30.0,24.0,219.0,-0.3,-0.000516484462425775,15.0,12.0,1.0,-0.01760193525798144,24.0,10.0,1.0,-0.015591134726980285,22.0,20.0,3.0,0.002233590316305225,31.0,34.0,25.0,0.004455413808577429,11.0,16.0,5.0,0.0017884780739466268,36.0,60.0,35.0,-0.008624244090159591,8.0,14.0,2.0,-0.0013289262957032854,12.0,15.0,5.0,0.011025623411417312,62.0,43.0,26.0,-0.02086484256840366,55.0,49.0,28.0,-0.002893730251122583,30.0,33.0,13.0,-0.01001021450459652,21.0,15.0,11.0,0.012305138568129216,65.0,46.0,-0.0003872421319440035,13.0,28.0,1.0,0.005013497878904767
2021-02-10,-0.005202489033969245,2021-02-10,13,18,5,11,0,0,1,0,0.1,,76.0,68.0,21.0,219.0,-0.3,-0.014650937012738719,28.0,30.0,24.0,-0.000516484462425775,15.0,12.0,1.0,-0.01760193525798144,24.0,10.0,1.0,-0.015591134726980285,22.0,20.0,3.0,0.002233590316305225,31.0,34.0,25.0,0.004455413808577429,11.0,16.0,5.0,0.0017884780739466268,36.0,60.0,35.0,-0.008624244090159591,8.0,14.0,2.0,-0.0013289262957032854,12.0,15.0,5.0,0.011025623411417312,62.0,43.0,26.0,-0.02086484256840366,55.0,49.0,28.0,-0.002893730251122583,30.0,33.0,13.0,-0.01001021450459652,21.0,15.0,0.012305138568129216,65.0,46.0,6.0,-0.0003872421319440035
