date,Neg_Count,Pos_Count,favorites,Count
2019-09-11,158,164,10825,14
2019-09-12,188,182,5336,14
2019-09-13,186,142,1358,27
2019-09-16,161,204,2354,15
2019-09-17,164,203,5432,22
2019-09-18,138,102,1751,20
2019-09-19,119,119,1145,10
2019-09-20,176,192,7173,23
2019-09-23,144,109,7823,19
2019-09-24,128,114,5141,13
2019-09-25,155,171,2876,26
2019-09-26,198,217,5677,21
2019-09-27,129,145,4203,4
2019-09-30,108,78,2301,13
2019-10-01,119,123,4220,11
2019-10-02,180,156,7328,22
2019-10-03,173,175,3626,15
2019-10-04,103,83,1121,13
2019-10-07,104,77,2943,13
2019-10-08,173,145,2800,36
2019-10-09,130,131,6927,11
2019-10-10,155,147,4276,19
2019-10-11,107,96,3088,14
2019-10-14,67,53,1799,12
2019-10-15,98,125,5178,16
2019-10-16,171,167,2625,21
2019-10-17,217,272,2690,24
2019-10-18,104,173,2066,17
2019-10-21,108,106,2283,15
2019-10-22,205,244,2828,15
2019-10-23,233,289,8477,28
2019-10-24,242,306,5779,19
2019-10-25,180,210,7791,15
2019-10-28,158,158,2075,7
2019-10-29,187,225,12124,17
2019-10-30,238,298,6171,17
2019-10-31,229,267,7671,20
2019-11-01,339,429,5293,18
2019-11-04,187,188,6529,24
2019-11-05,357,308,23999,40
2019-11-06,228,196,26969,25
2019-11-07,182,161,3546,23
2019-11-08,46,81,84,16
2019-11-11,96,123,103,22
2019-11-12,154,164,123,12
2019-11-13,116,153,109,17
2019-11-14,158,142,141,27
2019-11-15,165,212,131,31
2019-11-18,103,136,88,20
2019-11-19,130,184,374,16
2019-11-20,135,199,195,17
2019-11-21,167,154,128,19
2019-11-22,106,127,151,17
2019-11-25,84,128,95,12
2019-11-26,133,159,113,26
2019-11-27,142,157,130,24
2019-11-29,57,111,68,19
2019-12-02,141,129,118,13
2019-12-03,128,121,120,20
2019-12-04,139,150,125,19
2019-12-05,189,240,128,25
2019-12-06,277,334,106,47
2019-12-09,78,83,93,12
2019-12-10,162,148,128,24
2019-12-11,110,138,103,17
2019-12-12,108,131,103,12
2019-12-13,99,101,130,19
2019-12-16,152,197,105,24
2019-12-17,138,164,108,18
2019-12-18,115,155,100,12
2019-12-19,113,145,126,27
2019-12-20,129,121,91,18
2019-12-23,125,148,86,8
2019-12-24,55,82,76,11
2019-12-26,80,138,93,16
2019-12-27,58,84,80,9
2019-12-30,78,89,81,12
2019-12-31,136,149,119,72
2020-01-02,134,153,1670,28
2020-01-03,191,205,15372,20
2020-01-06,117,156,113,17
2020-01-07,124,172,126,22
2020-01-08,223,210,210,29
2020-01-09,252,253,178,20
2020-01-10,171,222,139,23
2020-01-13,144,188,172,23
2020-01-14,236,362,215,32
2020-01-15,189,214,180,21
2020-01-16,220,305,200,41
2020-01-17,240,278,194,27
2020-01-21,199,228,173,41
2020-01-22,225,273,225,38
2020-01-23,208,250,191,31
2020-01-24,282,370,257,43
2020-01-27,374,348,239,43
2020-01-28,255,285,668,42
2020-01-29,298,324,361,55
2020-01-30,236,296,569,37
2020-01-31,296,333,244,55
2020-02-03,351,361,259,43
2020-02-04,443,516,520,60
2020-02-05,232,329,264,40
2020-02-06,233,337,244,42
2020-02-07,252,352,255,49
2020-02-10,210,377,364,38
2020-02-11,366,498,354,76
2020-02-12,337,453,347,50
2020-02-13,381,423,299,65
2020-02-14,339,477,332,49
2020-02-18,487,501,296,67
2020-02-19,328,478,340,60
2020-02-20,398,529,1469,61
2020-02-21,495,728,384,87
2020-02-24,484,466,319,85
2020-02-25,484,464,317,87
2020-02-26,499,483,359,76
2020-02-27,765,691,553,83
2020-02-28,882,806,565,142
2020-03-02,601,470,445,98
2020-03-03,771,622,395,153
2020-03-04,525,537,323,64
2020-03-05,469,432,312,61
2020-03-06,652,542,317,90
2020-03-09,761,633,520,110
2020-03-10,638,517,383,92
2020-03-11,686,518,1012,96
2020-03-12,1226,838,770,162
2020-03-13,1090,854,699,175
2020-03-16,1323,1052,2670,239
2020-03-17,863,758,2415,133
2020-03-18,1209,983,2831,191
2020-03-19,941,846,2146,138
2020-03-20,1181,981,739,171
2020-03-23,965,741,496,154
2020-03-24,863,774,495,149
2020-03-25,774,688,512,151
2020-03-26,788,659,2967,119
2020-03-27,857,671,1380,146
2020-03-30,740,679,691,151
2020-03-31,767,577,4876,99
2020-04-01,604,482,1323,91
2020-04-02,773,529,266,98
2020-04-03,821,554,1285,120
2020-04-06,610,501,2037,92
2020-04-07,652,570,560,95
2020-04-08,526,425,2932,76
2020-04-09,1091,911,3097,217
2020-04-13,459,401,24843,93
2020-04-14,748,650,34018,132
2020-04-15,487,489,14146,73
2020-04-16,526,506,32806,93
2020-04-17,757,678,8740,119
2020-04-20,615,719,596,144
2020-04-21,793,728,1376,114
2020-04-22,536,503,1123,77
2020-04-23,779,710,434,106
2020-04-24,621,657,355,92
2020-04-27,527,582,807,90
2020-04-28,543,532,472,77
2020-04-29,631,618,386,96
2020-04-30,480,472,314,70
2020-05-01,621,608,352,97
2020-05-04,450,446,229,61
2020-05-05,326,434,844,47
2020-05-06,555,562,334,104
2020-05-07,622,826,883,110
2020-05-08,634,661,342,134
2020-05-11,496,547,511,71
2020-05-12,454,692,345,81
2020-05-13,456,522,277,86
2020-05-14,353,531,477,95
2020-05-15,384,444,425,64
2020-05-18,885,1119,304,156
2020-05-19,467,604,569,91
2020-05-20,544,604,274,82
2020-05-21,477,695,531,89
2020-05-22,277,303,375,35
2020-05-26,434,607,259,77
2020-05-27,516,684,293,92
2020-05-28,366,439,299,79
2020-05-29,241,239,418,47
2020-06-01,398,535,734,69
2020-06-02,376,469,571,55
2020-06-03,176,276,483,35
2020-06-04,60,83,215,6
2020-06-05,101,139,268,19
2020-06-08,167,227,3882,41
2020-06-09,50,58,4762,9
2020-06-10,114,131,4473,23
2020-06-11,494,547,12300,116
2020-06-12,325,303,11686,52
2020-06-15,559,550,1498,100
2020-06-16,514,488,1387,101
2020-06-17,442,494,1943,63
2020-06-18,500,529,460,77
2020-06-19,515,573,669,89
2020-06-22,259,299,1015,60
2020-06-23,283,328,754,48
2020-06-24,484,388,1666,96
2020-06-25,384,405,213,64
2020-06-26,361,371,726,53
2020-06-29,196,275,791,59
2020-06-30,373,385,616,50
2020-07-01,370,428,218,49
2020-07-02,424,591,210,69
2020-07-06,276,373,1340,58
2020-07-07,391,514,241,78
2020-07-08,374,417,709,65
2020-07-09,382,473,665,70
2020-07-10,451,561,263,67
2020-07-13,479,587,272,110
2020-07-14,331,404,4459,49
2020-07-15,230,327,4511,84
2020-07-16,416,553,254,59
2020-07-17,372,492,202,58
2020-07-20,301,440,8107,47
2020-07-21,336,547,9291,57
2020-07-22,211,224,5838,32
2020-07-23,258,359,5750,52
2020-07-24,286,301,3003,35
2020-07-27,378,489,200,67
2020-07-28,464,509,252,71
2020-07-29,500,498,240,71
2020-07-30,437,463,274,64
2020-07-31,355,513,252,54
2020-08-03,448,834,238,97
2020-08-04,494,755,309,80
2020-08-05,489,749,300,85
2020-08-06,491,745,312,75
2020-08-07,426,640,281,58
2020-08-10,429,642,239,65
2020-08-11,377,476,259,60
2020-08-12,445,581,274,71
2020-08-13,405,616,261,59
2020-08-14,562,704,278,79
2020-08-17,412,677,216,67
2020-08-18,284,462,224,54
2020-08-19,358,523,235,58
2020-08-20,381,475,254,75
2020-08-21,394,463,259,53
2020-08-24,311,447,257,46
2020-08-25,307,416,233,55
2020-08-26,438,693,310,89
2020-08-27,492,688,341,111
2020-08-28,312,518,265,76
2020-08-31,563,861,325,111
2020-09-01,431,713,563,87
2020-09-02,571,658,371,80
2020-09-03,683,764,450,126
2020-09-04,773,882,455,107
2020-09-08,425,529,283,87
2020-09-09,448,495,306,54
2020-09-10,482,522,284,82
2020-09-11,494,540,248,75
2020-09-14,187,243,812,24
2020-09-15,479,528,264,80
2020-09-16,561,750,319,82
2020-09-17,517,661,267,84
2020-09-18,312,360,842,51
2020-09-21,520,468,275,79
2020-09-22,227,331,185,51
2020-09-23,619,691,350,92
2020-09-24,424,469,248,71
2020-09-25,278,250,128,57
2020-09-28,247,385,155,35
2020-09-29,332,392,208,80
2020-09-30,239,391,177,46
2020-10-01,308,392,507,65
2020-10-02,271,364,204,57
2020-10-05,320,420,153,55
2020-10-06,294,410,216,56
2020-10-07,320,419,208,47
2020-10-08,310,434,235,56
2020-10-09,338,494,233,60
2020-10-12,314,443,209,64
2020-10-13,282,433,234,74
2020-10-14,419,529,247,73
2020-10-15,417,562,284,55
2020-10-16,364,524,251,59
2020-10-19,155,204,108,40
2020-10-20,532,454,232,54
2020-10-21,502,634,324,83
2020-10-22,307,524,273,54
2020-10-23,228,449,227,51
2020-10-26,228,336,202,41
2020-10-27,297,372,230,54
2020-10-28,370,456,282,46
2020-10-29,327,403,259,51
2020-10-30,324,322,215,46
2020-11-02,196,269,155,41
2020-11-03,256,318,172,46
2020-11-04,226,243,190,40
2020-11-05,9,14,12,3
2020-11-06,95,70,57,12
2020-11-09,276,398,376,53
2020-11-10,205,308,275,41
2020-11-11,187,238,207,33
2020-11-12,301,390,279,48
2020-11-13,316,436,532,52
2020-11-16,196,341,16019,31
2020-11-17,226,290,5330,39
2020-11-18,357,496,3540,64
2020-11-19,365,504,1250,67
2020-11-20,297,530,406,73
2020-11-23,343,725,462,75
2020-11-24,524,923,646,92
2020-11-25,715,1351,1090,145
2020-11-27,822,1278,1580,177
2020-11-30,933,1428,986,172
2020-12-01,879,1240,798,143
2020-12-02,801,1181,650,175
2020-12-03,385,500,282,67
2020-12-04,357,666,545,66
2020-12-07,513,806,306,84
2020-12-08,495,897,333,134
2020-12-09,576,779,334,97
2020-12-10,521,819,310,87
2020-12-11,708,1135,252,100
2020-12-14,435,712,173,76
2020-12-15,294,574,163,63
2020-12-16,527,778,247,107
2020-12-17,280,431,885,44
2020-12-18,186,304,2765,59
2020-12-21,362,645,187,70
2020-12-22,465,696,202,67
2020-12-23,536,793,224,86
2020-12-24,576,718,321,85
2020-12-28,432,681,201,83
2020-12-29,495,778,271,78
2020-12-30,351,660,168,68
2020-12-31,530,791,207,118
2021-01-04,355,684,144,83
2021-01-05,468,860,144,100
2021-01-06,302,425,280,52
2021-01-07,328,567,373,57
2021-01-08,424,644,365,69
2021-01-11,390,641,816,69
2021-01-12,318,616,564,67
2021-01-13,695,1078,2090,105
2021-01-14,732,1175,2319,125
2021-01-15,725,1325,2631,146
2021-01-19,701,1066,1798,124
2021-01-20,718,1085,1781,118
2021-01-21,822,1297,1188,154
2021-01-22,1743,2524,1556,326
2021-01-25,2959,4338,3879,523
2021-01-26,2794,3335,2106,480
2021-01-27,5737,6770,145439,1037
2021-01-28,16641,13053,222363,2711
2021-01-29,4253,3727,1951,678
2021-02-01,1880,1933,947723,338
2021-02-02,3893,3505,1043095,556
2021-02-03,1544,1795,476223,276
2021-02-04,4073,3846,439712,698
