date,Neg_Count,Pos_Count,favorites,Count,negcount1day,poscount1day,favcount1day,econcount1day,job_change1day,growthgap1day,change1day
2019-06-06,106,131,2984,9,86.0,113.0,5030.0,13.0,219.0,-0.2,0.0022314313037934174
2019-06-07,54,118,9201,15,106.0,131.0,2984.0,9.0,219.0,-0.2,0.0053302269758903975
2019-06-10,82,93,11214,10,54.0,118.0,9201.0,15.0,63.0,-0.2,0.0060154583289615295
2019-06-11,79,98,2992,5,82.0,93.0,11214.0,10.0,63.0,-0.2,-0.0013823133013096632
2019-06-12,98,126,1365,18,79.0,98.0,2992.0,5.0,63.0,-0.2,-0.007182377401285377
2019-06-13,38,63,1153,13,98.0,126.0,1365.0,18.0,63.0,-0.2,-0.0008661308203991131
2019-06-14,78,90,758,24,38.0,63.0,1153.0,13.0,63.0,-0.2,0.0006219765031099063
2019-06-17,62,64,1675,12,78.0,90.0,758.0,24.0,63.0,-0.2,0.0
2019-06-18,62,76,5818,14,62.0,64.0,1675.0,12.0,63.0,-0.2,-0.000518098922354163
2019-06-19,82,121,5064,11,62.0,76.0,5818.0,14.0,63.0,-0.2,0.003466145028998905
2019-06-20,146,190,2390,18,82.0,121.0,5064.0,11.0,63.0,-0.2,0.0017432917450008233
2019-06-21,115,84,3068,8,146.0,190.0,2390.0,18.0,63.0,-0.2,-0.0006080259424402338
2019-06-24,68,76,2190,13,115.0,84.0,3068.0,8.0,63.0,-0.2,-0.00044198143677963984
2019-06-25,58,79,8244,7,68.0,76.0,2190.0,13.0,63.0,-0.2,-0.0020052340006118745
2019-06-26,73,70,4893,3,58.0,79.0,8244.0,7.0,63.0,-0.2,-0.01001021450459652
2019-06-27,72,84,2787,6,73.0,70.0,4893.0,3.0,63.0,-0.2,-0.004387317909168715
2019-06-28,82,83,2725,3,72.0,84.0,2787.0,6.0,63.0,-0.2,0.0006522261508358715
2019-07-01,152,171,15976,24,82.0,83.0,2725.0,3.0,63.0,-0.2,0.0014355048191948044
2019-07-02,55,65,2270,7,152.0,171.0,15976.0,24.0,63.0,-0.2,-0.00343804772819193
2019-07-03,78,105,14288,12,55.0,65.0,2270.0,7.0,63.0,-0.2,0.002773925104022168
2019-07-05,64,65,6495,10,78.0,105.0,14288.0,12.0,63.0,-0.2,0.005451241671714128
2019-07-08,119,66,4418,17,64.0,65.0,6495.0,10.0,175.0,-0.2,0.0034292630446475987
2019-07-09,81,103,11326,13,119.0,66.0,4418.0,17.0,175.0,-0.2,-0.0006397091007036723
2019-07-10,100,111,1963,23,81.0,103.0,11326.0,13.0,175.0,-0.2,0.005583000609054535
2019-07-11,71,89,4090,17,100.0,111.0,1963.0,23.0,175.0,-0.2,0.0008043704125750212
2019-07-12,83,69,880,13,71.0,89.0,4090.0,17.0,175.0,-0.2,-3.340906053718731e-05
2019-07-15,50,55,6347,12,83.0,69.0,880.0,13.0,175.0,-0.2,0.002668000667000015
2019-07-16,101,130,7639,19,50.0,55.0,6347.0,12.0,175.0,-0.2,-0.001261913459303276
2019-07-17,134,149,6762,13,101.0,130.0,7639.0,19.0,175.0,-0.2,-0.002893730251122583
2019-07-18,103,130,2079,14,134.0,149.0,6762.0,13.0,175.0,-0.2,-0.006705587989991629
2019-07-19,89,103,5355,14,103.0,130.0,2079.0,14.0,175.0,-0.2,0.005518355260944131
2019-07-22,79,116,1874,7,89.0,103.0,5355.0,14.0,175.0,-0.2,-0.009565391281162529
2019-07-23,100,120,3468,16,79.0,116.0,1874.0,7.0,175.0,-0.2,0.0009744296226604066
2019-07-24,118,140,8357,20,100.0,120.0,3468.0,16.0,175.0,-0.2,0.002975195560607028
2019-07-25,140,163,2339,30,118.0,140.0,8357.0,20.0,175.0,-0.2,0.007520304823022159
2019-07-26,103,111,2249,13,140.0,163.0,2339.0,30.0,175.0,-0.2,-0.0031235462218382327
2019-07-29,67,101,1068,14,103.0,111.0,2249.0,13.0,175.0,-0.6,0.004156137784279825
2019-07-30,80,74,2644,17,67.0,101.0,1068.0,14.0,175.0,-0.6,-0.0013912813038293886
2019-07-31,131,116,4067,15,80.0,74.0,2644.0,17.0,175.0,-0.6,0.002700810243072929
2019-08-01,125,142,6705,24,131.0,116.0,4067.0,15.0,175.0,-0.6,-0.01182763546961694
2019-08-02,117,129,3340,29,125.0,142.0,6705.0,24.0,175.0,-0.6,-0.009274193548387256
2019-08-05,114,95,8565,10,117.0,129.0,3340.0,29.0,193.0,-0.6,-0.004185809086268566
2019-08-06,175,172,5078,18,114.0,95.0,8565.0,10.0,193.0,-0.6,-0.014821757089798266
2019-08-07,156,138,9423,14,175.0,172.0,5078.0,18.0,193.0,-0.6,0.0066104718267985954
2019-08-08,158,166,6009,11,156.0,138.0,9423.0,14.0,193.0,-0.6,0.012552742616033931
2019-08-09,155,152,1957,25,158.0,166.0,6009.0,11.0,193.0,-0.6,0.013811200883916856
2019-08-12,110,97,8299,14,155.0,152.0,1957.0,25.0,193.0,-0.6,-0.003281153872445073
2019-08-13,156,166,14922,20,110.0,97.0,8299.0,14.0,193.0,-0.6,-0.006518140433163147
2019-08-14,433,445,17206,77,156.0,166.0,14922.0,20.0,193.0,-0.6,0.016716480155696118
2019-08-15,265,214,6566,63,433.0,445.0,17206.0,77.0,193.0,-0.6,-0.014475648279932016
2019-08-16,256,210,13729,42,265.0,214.0,6566.0,63.0,193.0,-0.6,-0.0008073574838529143
2019-08-19,127,148,2963,21,256.0,210.0,13729.0,42.0,193.0,-0.6,0.008272828818765723
2019-08-20,150,192,7623,17,127.0,148.0,2963.0,21.0,193.0,-0.6,0.0004791402854306662
2019-08-21,168,158,6265,18,150.0,192.0,7623.0,17.0,193.0,-0.6,-0.005757960037015481
2019-08-22,137,185,3923,31,168.0,158.0,6265.0,18.0,193.0,-0.6,-0.00010257111597384284
2019-08-23,229,218,11420,41,137.0,185.0,3923.0,31.0,193.0,-0.6,-0.0029669542679807807
2019-08-26,138,155,3958,22,229.0,218.0,11420.0,41.0,193.0,-0.6,-0.02086484256840366
2019-08-27,154,176,1950,14,138.0,155.0,3958.0,22.0,193.0,-0.6,0.002541163365475052
2019-08-28,146,167,6441,22,154.0,176.0,1950.0,14.0,193.0,-0.6,-0.009221523796366704
2019-08-29,192,218,4643,20,146.0,167.0,6441.0,22.0,193.0,-0.6,0.00961068008667086
2019-08-30,152,168,2266,10,192.0,218.0,4643.0,20.0,193.0,-0.5,0.0029480323597969173
2019-09-03,98,104,4129,9,152.0,168.0,2266.0,10.0,193.0,-0.5,-0.006015906464550467
2019-09-04,87,134,4137,16,98.0,104.0,4129.0,9.0,193.0,-0.5,0.000585056957015576
2019-09-05,118,137,3120,15,87.0,134.0,4137.0,16.0,193.0,-0.5,0.003070205362625484
2019-09-06,116,132,5263,22,118.0,137.0,3120.0,15.0,193.0,-0.5,0.003470467333804955
2019-09-09,157,166,3945,41,116.0,132.0,5263.0,22.0,195.0,-0.5,-0.000402454975349648
2019-09-10,163,151,2016,27,157.0,166.0,3945.0,41.0,195.0,-0.5,-0.0031423413786187
2019-09-11,158,164,10825,14,163.0,151.0,2016.0,27.0,195.0,-0.5,0.00258945386064024
2019-09-12,188,182,5336,14,158.0,164.0,10825.0,14.0,195.0,-0.5,0.0059637484504304365
2019-09-13,186,142,1358,27,188.0,182.0,5336.0,14.0,195.0,-0.5,0.0001327800829876198
2019-09-16,161,204,2354,15,186.0,142.0,1358.0,27.0,195.0,-0.5,-0.002286433825965928
2019-09-17,164,203,5432,22,161.0,204.0,2354.0,15.0,195.0,-0.5,0.0010672358591250334
2019-09-18,138,102,1751,20,164.0,203.0,5432.0,22.0,195.0,-0.5,0.003267320130692866
2019-09-19,119,119,1145,10,138.0,102.0,1751.0,20.0,195.0,-0.5,0.0020300176378582105
2019-09-20,176,192,7173,23,119.0,119.0,1145.0,10.0,195.0,-0.5,-0.0014923888170330936
2019-09-23,144,109,7823,19,176.0,192.0,7173.0,23.0,195.0,-0.5,-0.006925023305367029
2019-09-24,128,114,5141,13,144.0,109.0,7823.0,19.0,195.0,-0.5,0.0022181146025876935
2019-09-25,155,171,2876,26,128.0,114.0,5141.0,13.0,195.0,-0.5,-0.011823252396379614
2019-09-26,198,217,5677,21,155.0,171.0,2876.0,26.0,195.0,-0.5,0.005608866062981568
2019-09-27,129,145,4203,4,198.0,217.0,5677.0,21.0,195.0,-0.5,-0.0021167221046265346
2019-09-30,108,78,2301,13,129.0,145.0,4203.0,4.0,195.0,-0.5,-0.008159016888829222
2019-10-01,119,123,4220,11,108.0,78.0,2301.0,13.0,195.0,-0.5,0.002702976653039005
2019-10-02,180,156,7328,22,119.0,123.0,4220.0,11.0,195.0,-0.5,-0.015113857728219254
2019-10-03,173,175,3626,15,180.0,156.0,7328.0,22.0,195.0,-0.5,-0.011801029159519718
2019-10-04,103,83,1121,13,173.0,175.0,3626.0,15.0,195.0,-0.5,0.00906848267954558
2019-10-07,104,77,2943,13,103.0,83.0,1121.0,13.0,221.0,-0.5,0.011025623411417312
2019-10-08,173,145,2800,36,104.0,77.0,2943.0,13.0,221.0,-0.5,-0.0013289262957032854
2019-10-09,130,131,6927,11,173.0,145.0,2800.0,36.0,221.0,-0.5,-0.008624244090159591
2019-10-10,155,147,4276,19,130.0,131.0,6927.0,11.0,221.0,-0.5,0.0017884780739466268
2019-10-11,107,96,3088,14,155.0,147.0,4276.0,19.0,221.0,-0.5,0.007074661721272074
2019-10-14,67,53,1799,12,107.0,96.0,3088.0,14.0,221.0,-0.5,3.375299557832688e-05
2019-10-15,98,125,5178,16,67.0,53.0,1799.0,12.0,221.0,-0.5,6.758355016382863e-05
2019-10-16,171,167,2625,21,98.0,125.0,5178.0,16.0,221.0,-0.5,0.005991248737798629
2019-10-17,217,272,2690,24,171.0,167.0,2625.0,21.0,221.0,-0.5,0.00010054630157178241
2019-10-18,104,173,2066,17,217.0,272.0,2690.0,24.0,221.0,-0.5,-0.0013347570742126072
2019-10-21,108,106,2283,15,104.0,173.0,2066.0,17.0,221.0,-0.5,-0.0024105259633732984
2019-10-22,205,244,2828,15,108.0,106.0,2283.0,15.0,221.0,-0.5,0.0019036804488677878
2019-10-23,233,289,8477,28,205.0,244.0,2828.0,15.0,221.0,-0.5,-0.005223235078847539
2019-10-24,242,306,5779,19,233.0,289.0,8477.0,28.0,221.0,-0.5,0.003849630100759807
2019-10-25,180,210,7791,15,242.0,306.0,5779.0,19.0,221.0,-0.5,-0.0017945565119139289
2019-10-28,158,158,2075,7,180.0,210.0,7791.0,15.0,221.0,-0.5,0.006205377994261739
2019-10-29,187,225,12124,17,158.0,158.0,2075.0,7.0,221.0,-0.5,0.0011883541295306449
2019-10-30,238,298,6171,17,187.0,225.0,12124.0,17.0,221.0,-0.5,0.0006930693069306255
2019-10-31,229,267,7671,20,238.0,298.0,6171.0,17.0,221.0,0.7,0.0023399136538904512
2019-11-01,339,429,5293,18,229.0,267.0,7671.0,20.0,221.0,0.7,-0.002630454082135966
2019-11-04,187,188,6529,24,339.0,429.0,5293.0,18.0,195.0,0.7,0.004001049455594813
2019-11-05,357,308,23999,40,187.0,188.0,6529.0,24.0,195.0,0.7,-0.001559200909533923
2019-11-06,228,196,26969,25,357.0,308.0,23999.0,40.0,195.0,0.7,-0.0018206053512793078
2019-11-07,182,161,3546,23,228.0,196.0,26969.0,25.0,195.0,0.7,0.00022799075008973077
2019-11-08,46,81,84,16,182.0,161.0,3546.0,23.0,195.0,0.7,-0.0012638947402533831
2019-11-11,96,123,103,22,46.0,81.0,84.0,16.0,195.0,0.7,0.003703703703703659
2019-11-12,154,164,123,12,96.0,123.0,103.0,22.0,195.0,0.7,0.0030251772818944986
2019-11-13,116,153,109,17,154.0,164.0,123.0,12.0,195.0,0.7,0.0008097165991902834
2019-11-14,158,142,141,27,116.0,153.0,109.0,17.0,195.0,0.7,0.003864765678282607
2019-11-15,165,212,131,31,158.0,142.0,141.0,27.0,195.0,0.7,0.0024612195990802517
2019-11-18,103,136,88,20,165.0,212.0,131.0,31.0,195.0,0.7,0.002475725033760011
2019-11-19,130,184,374,16,103.0,136.0,88.0,20.0,195.0,0.7,0.0015728822264308704
2019-11-20,135,199,195,17,130.0,184.0,374.0,16.0,195.0,0.7,-0.002398618395804017
2019-11-21,167,154,128,19,135.0,199.0,195.0,17.0,195.0,0.7,-0.0016383962991518598
2019-11-22,106,127,151,17,167.0,154.0,128.0,19.0,195.0,0.7,-0.001994274502235532
2019-11-25,84,128,95,12,106.0,127.0,151.0,17.0,195.0,0.7,-0.0004178854993731572
2019-11-26,133,159,113,26,84.0,128.0,95.0,12.0,195.0,0.7,0.004455413808577429
2019-11-27,142,157,130,24,133.0,159.0,113.0,26.0,195.0,0.7,0.002137774799782901
2019-11-29,57,111,68,19,142.0,157.0,130.0,24.0,195.0,0.5,0.0027653285019548154
2019-12-02,141,129,118,13,57.0,111.0,68.0,19.0,195.0,0.5,-0.0017468081051896444
2019-12-03,128,121,120,20,141.0,129.0,118.0,13.0,195.0,0.5,-0.009377284719793984
2019-12-04,139,150,125,19,128.0,121.0,120.0,20.0,195.0,0.5,0.002915924185971276
2019-12-05,189,240,128,25,139.0,150.0,125.0,19.0,195.0,0.5,0.002446089475378149
2019-12-06,277,334,106,47,189.0,240.0,128.0,25.0,195.0,0.5,-0.0006725811100792247
2019-12-09,78,83,93,12,277.0,334.0,106.0,47.0,234.0,0.5,0.002387622564624984
2019-12-10,162,148,128,24,78.0,83.0,93.0,12.0,234.0,0.5,-0.001780943900267149
2019-12-11,110,138,103,17,162.0,148.0,128.0,24.0,234.0,0.5,-0.0009240966158945269
2019-12-12,108,131,103,12,110.0,138.0,103.0,17.0,234.0,0.5,0.001241919561825441
2019-12-13,99,101,130,19,108.0,131.0,103.0,12.0,234.0,0.5,0.008586966892472056
2019-12-16,152,197,105,24,99.0,101.0,130.0,19.0,234.0,0.5,0.001420140751727802
2019-12-17,138,164,108,18,152.0,197.0,105.0,24.0,234.0,0.5,0.0008771380239332518
2019-12-18,115,155,100,12,138.0,164.0,108.0,18.0,234.0,0.5,-0.00109402350587654
2019-12-19,113,145,126,27,115.0,155.0,100.0,12.0,234.0,0.5,-0.001281250000000078
2019-12-20,129,121,91,18,113.0,145.0,126.0,27.0,234.0,0.5,0.003439649781113089
2019-12-23,125,148,86,8,129.0,121.0,91.0,18.0,234.0,0.5,0.000842538850402667
2019-12-24,55,82,76,11,125.0,148.0,86.0,8.0,234.0,0.5,-0.001150533287726446
2019-12-26,80,138,93,16,55.0,82.0,76.0,11.0,234.0,0.5,-0.0007465704420319441
2019-12-27,58,84,80,9,80.0,138.0,93.0,16.0,234.0,0.5,0.004010570495880679
2019-12-30,78,89,81,12,58.0,84.0,80.0,9.0,234.0,0.5,-0.002718230678939876
2019-12-31,136,149,119,72,78.0,89.0,81.0,12.0,234.0,0.5,-0.005790370026319878
2020-01-02,134,153,1670,28,136.0,149.0,119.0,72.0,234.0,0.5,0.004149377593361124
2020-01-03,191,205,15372,20,134.0,153.0,1670.0,28.0,234.0,0.5,0.004110774556469012
2020-01-06,117,156,113,17,191.0,205.0,15372.0,20.0,234.0,0.5,0.003892140988915182
2020-01-07,124,172,126,22,117.0,156.0,113.0,17.0,234.0,0.5,0.009828699803425931
2020-01-08,223,210,210,29,124.0,172.0,126.0,22.0,234.0,0.5,-0.0008977772274161465
2020-01-09,252,253,178,20,223.0,210.0,210.0,29.0,234.0,0.5,0.004675791168638109
2020-01-10,171,222,139,23,252.0,253.0,178.0,20.0,234.0,0.5,0.0015023301447141045
2020-01-13,144,188,172,23,171.0,222.0,139.0,23.0,161.0,0.5,-0.004827522991842222
2020-01-14,236,362,215,32,144.0,188.0,172.0,23.0,161.0,0.5,0.004779558197248697
2020-01-15,189,214,180,21,236.0,362.0,215.0,32.0,161.0,0.5,-6.107429688227517e-05
2020-01-16,220,305,200,41,189.0,214.0,180.0,21.0,161.0,0.5,0.0025660607912020013
2020-01-17,240,278,194,27,220.0,305.0,200.0,41.0,161.0,0.5,0.003700333636639452
2020-01-21,199,228,173,41,240.0,278.0,194.0,27.0,161.0,0.5,0.0007536930961712392
2020-01-22,225,273,225,38,199.0,228.0,173.0,41.0,161.0,0.5,0.001208824418253352
2020-01-23,208,250,191,31,225.0,273.0,225.0,38.0,161.0,0.5,-0.002708885143270028
2020-01-24,282,370,257,43,208.0,250.0,191.0,31.0,161.0,0.5,0.003296736533285037
2020-01-27,374,348,239,43,282.0,370.0,257.0,43.0,161.0,0.5,-0.011039586090723186
2020-01-28,255,285,668,42,374.0,348.0,239.0,43.0,161.0,0.5,0.0014549732223014188
2020-01-29,298,324,361,55,255.0,285.0,668.0,42.0,161.0,0.5,0.005629729896019148
2020-01-30,236,296,569,37,298.0,324.0,361.0,55.0,161.0,0.5,-0.005359644314513645
2020-01-31,296,333,244,55,236.0,296.0,569.0,37.0,161.0,0.3,0.010235540757183356
2020-02-03,351,361,259,43,296.0,333.0,244.0,55.0,161.0,0.3,-0.016116207951070282
2020-02-04,443,516,520,60,351.0,361.0,259.0,43.0,161.0,0.3,0.002381320550487032
2020-02-05,232,329,264,40,443.0,516.0,520.0,60.0,161.0,0.3,0.003017648672539425
2020-02-06,233,337,244,42,232.0,329.0,264.0,40.0,161.0,0.3,0.0017756643693382847
2020-02-07,252,352,255,49,233.0,337.0,244.0,42.0,161.0,0.3,0.0002096373274235368
2020-02-10,210,377,364,38,252.0,352.0,255.0,49.0,315.0,0.3,-0.0018628688179797024
2020-02-11,366,498,354,76,210.0,377.0,364.0,38.0,315.0,0.3,0.010415723213477005
2020-02-12,337,453,347,50,366.0,498.0,354.0,76.0,315.0,0.3,-0.002677296525464166
2020-02-13,381,423,299,65,337.0,453.0,347.0,50.0,315.0,0.3,0.0017516254490396695
2020-02-14,339,477,332,49,381.0,423.0,299.0,65.0,315.0,0.3,0.003572917286964773
2020-02-18,487,501,296,67,339.0,477.0,332.0,49.0,315.0,0.3,0.0002666587656662968
2020-02-19,328,478,340,60,487.0,501.0,296.0,67.0,315.0,0.3,0.0006537695759413607
2020-02-20,398,529,1469,61,328.0,478.0,340.0,60.0,315.0,0.3,0.0016282305574467995
2020-02-21,495,728,384,87,398.0,529.0,1469.0,61.0,315.0,0.3,-0.002339077396814178
2020-02-24,484,466,319,85,495.0,728.0,384.0,87.0,315.0,0.3,-0.005931976033624494
2020-02-25,484,464,317,87,484.0,466.0,319.0,85.0,315.0,0.3,-0.0022281364114624326
2020-02-26,499,483,359,76,484.0,464.0,317.0,87.0,315.0,0.3,-0.034852133111070015
2020-02-27,765,691,553,83,499.0,483.0,359.0,76.0,315.0,0.3,-0.00853014195684005
2020-02-28,882,806,565,142,765.0,691.0,553.0,83.0,315.0,0.3,-0.02602632095855428
2020-03-02,601,470,445,98,882.0,806.0,565.0,142.0,315.0,0.3,0.02618635261517147
2020-03-03,771,622,395,153,601.0,470.0,445.0,98.0,315.0,0.3,0.03648435666141309
2020-03-04,525,537,323,64,771.0,622.0,395.0,153.0,315.0,0.3,-0.029919224555735032
2020-03-05,469,432,312,61,525.0,537.0,323.0,64.0,315.0,0.3,0.02201750947340915
2020-03-06,652,542,317,90,469.0,432.0,312.0,61.0,315.0,0.3,-0.008262836907338313
2020-03-09,761,633,520,110,652.0,542.0,317.0,90.0,289.0,0.3,0.014702370799931785
2020-03-10,638,517,383,92,761.0,633.0,520.0,110.0,289.0,0.3,-0.0038866690882673203
2020-03-11,686,518,1012,96,638.0,517.0,383.0,92.0,289.0,0.3,0.013279932546374471
2020-03-12,1226,838,770,162,686.0,518.0,1012.0,96.0,289.0,0.3,-0.02258639116494469
2020-03-13,1090,854,699,175,1226.0,838.0,770.0,162.0,289.0,0.3,-0.03082031249999995
2020-03-16,1323,1052,2670,239,1090.0,854.0,699.0,175.0,289.0,0.3,0.02368010946824288
2020-03-17,863,758,2415,133,1323.0,1052.0,2670.0,239.0,289.0,0.3,-0.0055145534455593856
2020-03-18,1209,983,2831,191,863.0,758.0,2415.0,133.0,289.0,0.3,0.03166829905321588
2020-03-19,941,846,2146,138,1209.0,983.0,2831.0,191.0,289.0,0.3,0.015873015873015872
2020-03-20,1181,981,739,171,941.0,846.0,2146.0,138.0,289.0,0.3,0.005266457680250746
2020-03-23,965,741,496,154,1181.0,981.0,739.0,171.0,289.0,0.3,-0.056611553209912124
2020-03-24,863,774,495,149,965.0,741.0,496.0,154.0,289.0,0.3,-0.022963320040317318
2020-03-25,774,688,512,151,863.0,774.0,495.0,149.0,289.0,0.3,0.037240849756846765
2020-03-26,788,659,2967,119,774.0,688.0,512.0,151.0,289.0,0.3,0.007840895168865061
2020-03-27,857,671,1380,146,788.0,659.0,2967.0,119.0,289.0,0.2,0.04680987495992296
2020-03-30,740,679,691,151,857.0,671.0,1380.0,146.0,289.0,0.2,0.0005922533264894272
2020-03-31,767,577,4876,99,740.0,679.0,691.0,151.0,289.0,0.2,0.023269456394211924
2020-04-01,604,482,1323,91,767.0,577.0,4876.0,99.0,289.0,0.2,-0.010784464230887329
2020-04-02,773,529,266,98,604.0,482.0,1323.0,91.0,289.0,0.2,-0.007379627389305525
2020-04-03,821,554,1285,120,773.0,529.0,266.0,98.0,289.0,0.2,0.02708103919409444
2020-04-06,610,501,2037,92,821.0,554.0,1285.0,120.0,289.0,0.2,-0.010248843515712208
2020-04-07,652,570,560,95,610.0,501.0,2037.0,92.0,-1683.0,0.2,0.027226186782500928
2020-04-08,526,425,2932,76,652.0,570.0,560.0,95.0,-1683.0,0.2,-0.03311330731920785
2020-04-09,1091,911,3097,217,526.0,425.0,2932.0,76.0,-1683.0,0.2,0.02265263472160021
2020-04-13,459,401,24843,93,1091.0,911.0,3097.0,217.0,-1683.0,0.2,0.002233590316305225
2020-04-14,748,650,34018,132,459.0,401.0,24843.0,93.0,-1683.0,0.2,-0.005340261239806457
2020-04-15,487,489,14146,73,748.0,650.0,34018.0,132.0,-1683.0,0.2,0.010000711794433776
2020-04-16,526,506,32806,93,487.0,489.0,14146.0,73.0,-1683.0,0.2,0.0006845120149872022
2020-04-17,757,678,8740,119,526.0,506.0,32806.0,93.0,-1683.0,0.2,-0.00017911517105482548
2020-04-20,615,719,596,144,757.0,678.0,8740.0,119.0,-1683.0,0.2,0.0044151657439203545
2020-04-21,793,728,1376,114,615.0,719.0,596.0,144.0,-1683.0,0.2,-0.0036092141113196227
2020-04-22,536,503,1123,77,793.0,728.0,1376.0,114.0,-1683.0,0.2,-0.013334296968163906
2020-04-23,779,710,434,106,536.0,503.0,1123.0,77.0,-1683.0,0.2,0.002694449434165618
2020-04-24,621,657,355,92,779.0,710.0,434.0,106.0,-1683.0,0.2,-0.005026917180648241
2020-04-27,527,582,807,90,621.0,657.0,355.0,92.0,-1683.0,0.2,0.00797919709329252
2020-04-28,543,532,472,77,527.0,582.0,807.0,90.0,-1683.0,0.2,0.006769079685746375
2020-04-29,631,618,386,96,543.0,532.0,472.0,77.0,-1683.0,0.2,-0.01817744484915114
2020-04-30,480,472,314,70,631.0,618.0,386.0,96.0,-1683.0,-0.2,0.005762700236682355
2020-05-01,621,608,352,97,480.0,472.0,314.0,70.0,-1683.0,-0.2,-0.004216516403277095
2020-05-04,450,446,229,61,621.0,608.0,352.0,97.0,-1683.0,-0.2,-0.008832497984648214
2020-05-05,326,434,844,47,450.0,446.0,229.0,61.0,-1683.0,-0.2,0.010080501531666251
2020-05-06,555,562,334,104,326.0,434.0,844.0,47.0,-1683.0,-0.2,-0.0015699134803237116
2020-05-07,622,826,883,110,555.0,562.0,334.0,104.0,-1683.0,-0.2,-0.013157894736842177
2020-05-08,634,661,342,134,622.0,826.0,883.0,110.0,-1683.0,-0.2,-0.0002432667245872917
2020-05-11,496,547,511,71,634.0,661.0,342.0,134.0,-20679.0,-0.2,0.00463774090487486
2020-05-12,454,692,345,81,496.0,547.0,511.0,71.0,-20679.0,-0.2,0.00743955362678248
2020-05-13,456,522,277,86,454.0,692.0,345.0,81.0,-20679.0,-0.2,-0.02423499778753533
2020-05-14,353,531,477,95,456.0,522.0,277.0,86.0,-20679.0,-0.2,-0.015591134726980285
2020-05-15,384,444,425,64,353.0,531.0,477.0,95.0,-20679.0,-0.2,0.02158092848180692
2020-05-18,885,1119,304,156,384.0,444.0,425.0,64.0,-20679.0,-0.2,0.013847080072245522
2020-05-19,467,604,569,91,885.0,1119.0,304.0,156.0,-20679.0,-0.2,0.006654154581129461
2020-05-20,544,604,274,82,467.0,604.0,569.0,91.0,-20679.0,-0.2,-0.008085612366230661
2020-05-21,477,695,531,89,544.0,604.0,274.0,82.0,-20679.0,-0.2,0.003752281792982265
2020-05-22,277,303,375,35,477.0,695.0,531.0,89.0,-20679.0,-0.2,-0.0064355268034638115
2020-05-26,434,607,259,77,277.0,303.0,375.0,35.0,-20679.0,-0.2,0.0029534575822385326
2020-05-27,516,684,293,92,434.0,607.0,259.0,77.0,-20679.0,-0.2,-0.009439274003908264
2020-05-28,366,439,299,79,516.0,684.0,293.0,92.0,-20679.0,-0.2,0.004667019727260586
2020-05-29,241,239,418,47,366.0,439.0,299.0,79.0,-20679.0,0.0,-0.005514524864598557
2020-06-01,398,535,734,69,241.0,239.0,418.0,47.0,-20679.0,0.0,0.006149573497322006
2020-06-02,376,469,571,55,398.0,535.0,734.0,69.0,-20679.0,0.0,0.006356629998023868
2020-06-03,176,276,483,35,376.0,469.0,571.0,55.0,-20679.0,0.0,0.004991029195889653
2020-06-04,60,83,215,6,176.0,276.0,483.0,35.0,-20679.0,0.0,0.006253223310985036
2020-06-05,101,139,268,19,60.0,83.0,215.0,6.0,-20679.0,0.0,0.0008035742984796374
2020-06-08,167,227,3882,41,101.0,139.0,268.0,19.0,2833.0,0.0,0.006651325536676723
2020-06-09,50,58,4762,9,167.0,227.0,3882.0,41.0,2833.0,0.0,0.009306102054837178
2020-06-10,114,131,4473,23,50.0,58.0,4762.0,9.0,2833.0,0.0,0.0015298157976896946
2020-06-11,494,547,12300,116,114.0,131.0,4473.0,23.0,2833.0,0.0,-0.007529089664613328
2020-06-12,325,303,11686,52,494.0,547.0,12300.0,116.0,2833.0,0.0,-0.03483593398831299
2020-06-15,559,550,1498,100,325.0,303.0,11686.0,52.0,2833.0,0.0,-0.013074227874383693
2020-06-16,514,488,1387,101,559.0,550.0,1498.0,100.0,2833.0,0.0,0.030299979867123118
2020-06-17,442,494,1943,63,514.0,488.0,1387.0,101.0,2833.0,0.0,-0.007987828071510201
2020-06-18,500,529,460,77,442.0,494.0,1943.0,63.0,2833.0,0.0,-0.007673448594262324
2020-06-19,515,573,669,89,500.0,529.0,460.0,77.0,2833.0,0.0,0.00570949324215342
2020-06-22,259,299,1015,60,515.0,573.0,669.0,89.0,2833.0,0.0,-0.01760193525798144
2020-06-23,283,328,754,48,259.0,299.0,1015.0,60.0,2833.0,0.0,0.008539238286957353
2020-06-24,484,388,1666,96,283.0,328.0,754.0,48.0,2833.0,0.0,-0.004593447956872621
2020-06-25,384,405,213,64,484.0,388.0,1666.0,96.0,2833.0,0.0,-0.01855796540149755
2020-06-26,361,371,726,53,384.0,405.0,213.0,64.0,2833.0,0.0,0.012785448314495651
2020-06-29,196,275,791,59,361.0,371.0,726.0,53.0,2833.0,0.0,-0.019956885288737958
2020-06-30,373,385,616,50,196.0,275.0,791.0,59.0,2833.0,0.0,0.010119106864403815
2020-07-01,370,428,218,49,373.0,385.0,616.0,50.0,2833.0,0.0,0.014375472877397297
2020-07-02,424,591,210,69,370.0,428.0,218.0,49.0,2833.0,0.0,0.0030687728139031194
2020-07-06,276,373,1340,58,424.0,591.0,210.0,69.0,4846.0,0.0,-0.006396384928716875
2020-07-07,391,514,241,78,276.0,373.0,1340.0,58.0,4846.0,0.0,0.0021493820526598817
